ChfId,ChfProjectCode,PooledFundId,ClstrId,GlbIndicId,GlbIndicType,TgtM,TgtW,TgtB,TgtG,TgtTotal,AchM,AchW,AchB,AchG,AchTotal
25665,CBPF-SUD-23-R-INGO-25665,1,1,26,2,375,762,195,62,1394,149,197,61,22,429
25665,CBPF-SUD-23-R-INGO-25665,1,1,7,1,739,930,29,357,2055,206,238,8,124,576
25665,CBPF-SUD-23-R-INGO-25665,1,1,44,1,,0.07542905,0.068313102,0.056257848,0.2,,0.035998326,0.008036835,0.006864797,0.050899958
25665,CBPF-SUD-23-R-INGO-25665,1,1,10,2,363,,667,,1030,147,0,126,0,273
25665,CBPF-SUD-23-R-INGO-25665,1,1,48,2,0.177641278,,0.022358722,,0.2,0.042506143,,0,,0.042506143
25666,CBPF-SUD-23-R-INGO-25666,1,1,21,1,,,,,0.2,,,,,0.06728972
25666,CBPF-SUD-23-R-INGO-25666,1,1,6,2,,,872,736,1608,0,0,129,70,199
25666,CBPF-SUD-23-R-INGO-25666,1,1,77,1,,,,0.2,0.2,,,,0.020408163,0.020408163
25666,CBPF-SUD-23-R-INGO-25666,1,1,20,2,,,,,0.2,,,,,0.007686018
25666,CBPF-SUD-23-R-INGO-25666,1,1,42,2,0.076834532,,0.029640288,0.09352518,0.2,0.015059952,,0.009976019,0.028393285,0.053429257
25666,CBPF-SUD-23-R-INGO-25666,1,1,5,2,0.094736842,,0.065841073,0.039422085,0.2,0.038080495,,0.008152735,0.005882353,0.052115583
25666,CBPF-SUD-23-R-INGO-25666,1,1,2,1,,0.2,,,0.2,,0.047444299,,,0.047444299
25666,CBPF-SUD-23-R-INGO-25666,1,1,70,1,769,83,217,911,1980,251,1,75,181,508
25667,CBPF-SUD-23-R-NGO-25667,1,1,1,1,0.074358974,0.039316239,0.086324786,,0.2,0.009508547,0.012713675,0.003952991,,0.026175214
25669,CBPF-NGA-23-R-NGO-25669,1,1,20,2,,,,,0.2,,,,,0.139984883
25673,CBPF-NGA-23-R-NGO-25673,1,1,7,1,460,962,634,169,2225,82,308,33,48,471
25673,CBPF-NGA-23-R-NGO-25673,1,1,28,2,,,0.105901912,0.094098088,0.2,,,0.026267664,0.000166251,0.026433915
25673,CBPF-NGA-23-R-NGO-25673,1,1,4,2,,0.115586035,0.04201995,0.042394015,0.2,,0.051870324,0.01234414,0.008354115,0.072568579
25673,CBPF-NGA-23-R-NGO-25673,1,1,78,1,729,899,931,796,3355,141,347,92,57,637
25673,CBPF-NGA-23-R-NGO-25673,1,1,4,1,,0.102726767,0.039065109,0.058208125,0.2,,0.031608236,0.000111297,0.008013356,0.039732888
25673,CBPF-NGA-23-R-NGO-25673,1,1,66,1,551,,117,,668,56,0,26,0,82
25673,CBPF-NGA-23-R-NGO-25673,1,1,36,1,0.006459054,0.107381776,0.08615917,,0.2,0.000576701,0.045790081,0.006228374,,0.052595156
25677,CBPF-MM-23-S-NGO-25677,1,1,78,2,664,354,204,785,2007,154,133,52,134,473
25679,CBPF-MM-23-R-UN-25679,1,1,12,2,,,,,2993,0,0,0,0,302
25684,CBPF-MM-23-S-INGO-25684,1,1,38,2,,668,,,668,0,150,0,0,150
25684,CBPF-MM-23-S-INGO-25684,1,1,48,2,0.033901919,,0.166098081,,0.2,0.014285714,,0.046055437,,0.060341151
25684,CBPF-MM-23-S-INGO-25684,1,1,50,2,0.029123001,0.069718698,0.042581357,0.058576944,0.2,0.010590182,0.003640375,0.017981247,0.027909542,0.060121346
25684,CBPF-MM-23-S-INGO-25684,1,1,32,2,,,746,,746,0,0,119,0,119
25684,CBPF-MM-23-S-INGO-25684,1,1,76,1,94,998,612,,1704,36,2,226,0,264
25685,CBPF-NGA-23-R-NGO-25685,1,1,6,1,,,400,88,488,0,0,25,28,53
25685,CBPF-NGA-23-R-NGO-25685,1,1,74,2,0.004522329,0.095421142,,0.100056529,0.2,0.001130582,0.003391747,,0.008027134,0.012549463
25686,CBPF-NGA-23-R-NGO-25686,1,1,18,1,,,,,0.2,,,,,0.056376639
25686,CBPF-NGA-23-R-NGO-25686,1,1,39,1,603,,691,618,1912,115,0,169,39,323
25692,CBPF-MM-23-S-INGO-25692,1,1,43,1,938,806,861,348,2953,267,3,118,29,417
25692,CBPF-MM-23-S-INGO-25692,1,1,74,1,0.094864048,0.063927492,,0.041208459,0.2,0.013534743,0.009305136,,0.016072508,0.038912387
25694,CBPF-SUD-23-R-INGO-25694,1,1,27,1,,,127,568,695,0,0,22,270,292
25694,CBPF-SUD-23-R-INGO-25694,1,1,10,2,684,,239,,923,148,0,66,0,214
25694,CBPF-SUD-23-R-INGO-25694,1,1,50,1,0.082269504,0.059308511,0.054787234,0.003634752,0.2,0.033510638,0.025088652,0.01143617,0.000443262,0.070478723
25694,CBPF-SUD-23-R-INGO-25694,1,1,70,2,632,869,156,338,1995,305,319,11,136,771
25694,CBPF-SUD-23-R-INGO-25694,1,1,66,1,788,,453,,1241,315,0,157,0,472
25694,CBPF-SUD-23-R-INGO-25694,1,1,21,1,,,,,0.2,,,,,0.043921233
25694,CBPF-SUD-23-R-INGO-25694,1,1,55,2,0.101679731,,0.098320269,,0.2,0.03225084,,0.032026876,,0.064277716
25694,CBPF-SUD-23-R-INGO-25694,1,1,1,1,0.0976,0.010026667,0.092373333,,0.2,0.039253333,0.00128,0.039786667,,0.08032
25694,CBPF-SUD-23-R-INGO-25694,1,1,15,1,,,,,856,0,0,0,0,79
25694,CBPF-SUD-23-R-INGO-25694,1,1,75,1,868,355,862,,2085,193,95,272,0,560
25694,CBPF-SUD-23-R-INGO-25694,1,1,17,1,,,,,0.195408895,,,,,0.2
25694,CBPF-SUD-23-R-INGO-25694,1,1,37,2,0.022142857,,0.177857143,,0.2,0.005,,0.054642857,,0.059642857
25694,CBPF-SUD-23-R-INGO-25694,1,1,9,1,453,23,,358,834,182,4,0,17,203
25694,CBPF-SUD-23-R-INGO-25694,1,1,37,1,0.107498144,,0.092501856,,0.2,0.043652561,,0.001336303,,0.044988864
25694,CBPF-SUD-23-R-INGO-25694,1,1,69,1,0.122438163,0.029328622,0.048233216,,0.2,0.055477032,0.01130742,0.015194346,,0.081978799
25695,CBPF-NGA-23-R-INGO-25695,1,1,25,2,0.10401126,0.037156932,0.058831809,,0.2,0.050950035,0.010978184,0.009711471,,0.07163969
25695,CBPF-NGA-23-R-INGO-25695,1,1,23,2,,,,,0.2,,,,,0.040450928
25695,CBPF-NGA-23-R-INGO-25695,1,1,24,1,,,,,0.2,,,,,0.015869623
25695,CBPF-NGA-23-R-INGO-25695,1,1,44,1,,0.056437768,0.058369099,0.085193133,0.2,,0.01276824,0.000965665,0.019098712,0.032832618
25695,CBPF-NGA-23-R-INGO-25695,1,1,74,1,0.056949153,0.044610169,,0.098440678,0.2,0.021694915,0.012338983,,0.016949153,0.050983051
25695,CBPF-NGA-23-R-INGO-25695,1,1,34,2,466,985,67,211,1729,3,77,10,86,176
25697,CBPF-NGA-23-R-INGO-25697,1,1,10,1,108,,194,,302,45,0,96,0,141
25700,CBPF-MM-23-S-NGO-25700,1,1,13,1,,,,,0.2,,,,,0.105938242
25702,CBPF-NGA-23-R-NGO-25702,1,1,28,2,,,0.162669963,0.037330037,0.2,,,0.031891224,0.014091471,0.045982695
25702,CBPF-NGA-23-R-NGO-25702,1,1,62,1,,0.037793667,0.115219612,0.046986721,0.2,,0.003268641,0.030030644,0.02165475,0.054954035
25702,CBPF-NGA-23-R-NGO-25702,1,1,70,2,76,674,323,485,1558,31,242,102,231,606
25702,CBPF-NGA-23-R-NGO-25702,1,1,5,2,0.131614654,,0.028222524,0.040162822,0.2,0.026865672,,0.007327001,0.013568521,0.047761194
25702,CBPF-NGA-23-R-NGO-25702,1,1,17,1,,,,,0.2,,,,,0.095509416
25704,CBPF-NGA-23-R-NGO-25704,1,1,48,2,0.096934866,,0.103065134,,0.2,0.04137931,,0.041187739,,0.08256705
25704,CBPF-NGA-23-R-NGO-25704,1,1,31,2,0.008275862,,0.14,0.051724138,0.2,0.000689655,,0.057931034,0.000689655,0.059310345
25709,CBPF-MM-23-S-INGO-25709,1,1,12,1,,,,,2317,0,0,0,0,507
25709,CBPF-MM-23-S-INGO-25709,1,1,30,2,686,40,,,726,127,12,0,0,139
25709,CBPF-MM-23-S-INGO-25709,1,1,56,2,,0.110675381,0.052287582,0.037037037,0.2,,0.034640523,0.001960784,0.00087146,0.037472767
25709,CBPF-MM-23-S-INGO-25709,1,1,4,1,,0.146938776,0.014100186,0.038961039,0.2,,0.071985158,0.00593692,0.009833024,0.087755102
25709,CBPF-MM-23-S-INGO-25709,1,1,2,1,,0.2,,,0.2,,0.055439331,,,0.055439331
25709,CBPF-MM-23-S-INGO-25709,1,1,47,1,,994,284,128,1406,0,487,25,60,572
25709,CBPF-MM-23-S-INGO-25709,1,1,19,2,,,,,0.2,,,,,0.129969728
25712,CBPF-NGA-23-R-INGO-25712,1,1,68,2,403,304,,,707,86,131,0,0,217
25715,CBPF-NGA-23-R-INGO-25715,1,1,31,2,0.03868472,,0.073694391,0.08762089,0.2,0.00270793,,0.007156673,0.03172147,0.041586074
25716,CBPF-SUD-23-R-INGO-25716,1,1,26,1,66,785,511,215,1577,2,213,124,39,378
25721,CBPF-BFA-23-S-NGO-25721,1,1,38,1,,396,,,396,0,150,0,0,150
25721,CBPF-BFA-23-S-NGO-25721,1,1,52,1,,969,376,433,1778,0,333,178,9,520
25721,CBPF-BFA-23-S-NGO-25721,1,1,47,1,,408,930,370,1708,0,181,359,127,667
25722,CBPF-BFA-23-S-INGO-25722,1,1,27,2,,,919,217,1136,0,0,323,30,353
25722,CBPF-BFA-23-S-INGO-25722,1,1,13,1,,,,,0.133194154,,,,,0.2
25722,CBPF-BFA-23-S-INGO-25722,1,1,9,2,488,383,,153,1024,137,83,0,50,270
25722,CBPF-BFA-23-S-INGO-25722,1,1,21,2,,,,,0.192509363,,,,,0.2
25723,CBPF-BFA-23-S-INGO-25723,1,1,24,2,,,,,0.2,,,,,0.065238424
25723,CBPF-BFA-23-S-INGO-25723,1,1,59,1,0.050520231,0.069132948,0.017572254,0.062774566,0.2,0.017919075,0.028901734,0.001387283,0.030982659,0.079190751
25723,CBPF-BFA-23-S-INGO-25723,1,1,58,1,,0.094520548,0.060273973,0.045205479,0.2,,0.018721461,0.017351598,0.015981735,0.052054795
25723,CBPF-BFA-23-S-INGO-25723,1,1,67,2,,285,269,451,1005,0,54,7,99,160
25723,CBPF-BFA-23-S-INGO-25723,1,1,47,2,,12,715,719,1446,0,5,83,178,266
25723,CBPF-BFA-23-S-INGO-25723,1,1,19,2,,,,,0.2,,,,,0.046808511
25723,CBPF-BFA-23-S-INGO-25723,1,1,31,1,0.082906492,,0.093031566,0.024061942,0.2,0.021441334,,0.024895771,0.007147111,0.053484217
25723,CBPF-BFA-23-S-INGO-25723,1,1,12,1,,,,,3098,0,0,0,0,96
25723,CBPF-BFA-23-S-INGO-25723,1,1,45,2,170,,82,63,315,66,0,7,16,89
25723,CBPF-BFA-23-S-INGO-25723,1,1,11,2,,,,,0.133832709,,,,,0.2
25723,CBPF-BFA-23-S-INGO-25723,1,1,66,1,105,,989,,1094,1,0,432,0,433
25723,CBPF-BFA-23-S-INGO-25723,1,1,73,1,0.009404849,0.061131521,0.053930933,0.075532697,0.2,0.004555474,0.005143277,0.02101396,0.030712711,0.061425422
25724,CBPF-BFA-23-S-INGO-25724,1,1,78,1,551,393,885,280,2109,165,92,217,66,540
25725,CBPF-BFA-23-S-INGO-25725,1,1,56,1,,0.078845286,0.070996843,0.050157871,0.2,,0.00405954,0.022733424,0.008389716,0.035182679
25725,CBPF-BFA-23-S-INGO-25725,1,1,45,2,155,,12,323,490,0,0,1,108,109
25725,CBPF-BFA-23-S-INGO-25725,1,1,46,1,,812,845,23,1680,0,25,179,10,214
25725,CBPF-BFA-23-S-INGO-25725,1,1,71,1,,870,858,,1728,0,211,329,0,540
25725,CBPF-BFA-23-S-INGO-25725,1,1,48,1,0.054005168,,0.145994832,,0.2,0.023514212,,0.062790698,,0.08630491
25725,CBPF-BFA-23-S-INGO-25725,1,1,36,2,0.041013825,0.091981567,0.067004608,,0.2,0.002488479,0.014746544,0.017695853,,0.034930876
25725,CBPF-BFA-23-S-INGO-25725,1,1,77,1,,,,0.2,0.2,,,,0.031489362,0.031489362
25725,CBPF-BFA-23-S-INGO-25725,1,1,71,1,,444,119,,563,0,163,55,0,218
25725,CBPF-BFA-23-S-INGO-25725,1,1,50,1,0.045659472,0.070503597,0.005083933,0.078752998,0.2,0.008920863,0.015059952,0.00057554,0.006330935,0.03088729
25727,CBPF-BFA-23-S-NGO-25727,1,1,60,1,0.019893698,,0.069552012,0.11055429,0.2,0.009263478,,0.034472285,0.032194381,0.075930144
25727,CBPF-BFA-23-S-NGO-25727,1,1,49,1,0.056728328,0.034095031,0.06731955,0.041857091,0.2,0.016177004,0.006311208,0.017700399,0.005368154,0.045556765
25727,CBPF-BFA-23-S-NGO-25727,1,1,59,2,0.041891892,0.037110187,0.048648649,0.072349272,0.2,0.014864865,0.009459459,0.022141372,0.021205821,0.067671518
25727,CBPF-BFA-23-S-NGO-25727,1,1,73,2,0.032657534,0.01830137,0.040876712,0.108164384,0.2,0.015342466,0.00569863,0.019178082,0.025205479,0.065424658
25727,CBPF-BFA-23-S-NGO-25727,1,1,77,1,,,,0.2,0.2,,,,0.026,0.026
25730,CBPF-BFA-23-S-INGO-25730,1,1,31,2,0.099405268,,0.079014444,0.021580289,0.2,0.034324554,,0.026338148,0.006796941,0.067459643
25730,CBPF-BFA-23-S-INGO-25730,1,1,21,1,,,,,0.2,,,,,0.042002301
25730,CBPF-BFA-23-S-INGO-25730,1,1,23,2,,,,,0.2,,,,,0.085556433
25730,CBPF-BFA-23-S-INGO-25730,1,1,41,1,0.005347594,,,0.194652406,0.2,0.002139037,,,0.075222816,0.077361854
25730,CBPF-BFA-23-S-INGO-25730,1,1,76,2,946,595,840,,2381,23,268,54,0,345
25730,CBPF-BFA-23-S-INGO-25730,1,1,57,2,993,,,716,1709,147,0,0,309,456
25730,CBPF-BFA-23-S-INGO-25730,1,1,51,2,425,649,24,457,1555,97,140,2,29,268
25730,CBPF-BFA-23-S-INGO-25730,1,1,22,1,,,,,482,0,0,0,0,279
25731,CBPF-SUD-23-R-INGO-25731,1,1,36,2,0.087598647,0.03156708,0.080834273,,0.2,0.016572717,0.006989853,0.029988726,,0.053551297
25731,CBPF-SUD-23-R-INGO-25731,1,1,28,2,,,0.175721154,0.024278846,0.2,,,0.006730769,0.000480769,0.007211538
25731,CBPF-SUD-23-R-INGO-25731,1,1,14,1,,,,,0.2,,,,,0.003716029
25731,CBPF-SUD-23-R-INGO-25731,1,1,52,1,,79,603,864,1546,0,30,298,48,376
25731,CBPF-SUD-23-R-INGO-25731,1,1,50,2,0.014662757,0.069208211,0.073900293,0.042228739,0.2,0.007038123,0.029325513,0.027733557,0.006200251,0.070297444
25731,CBPF-SUD-23-R-INGO-25731,1,1,15,1,,,,,3391,0,0,0,0,296
25731,CBPF-SUD-23-R-INGO-25731,1,1,62,2,,0.072120357,0.059332393,0.06854725,0.2,,0.018053597,0.013164081,0.016361072,0.047578749
25731,CBPF-SUD-23-R-INGO-25731,1,1,55,1,0.112179888,,0.087820112,,0.2,0.047595253,,0.024484697,,0.07207995
25731,CBPF-SUD-23-R-INGO-25731,1,1,47,2,,782,700,568,2050,0,337,275,149,761
25731,CBPF-SUD-23-R-INGO-25731,1,1,4,2,,0.085295775,0.013633803,0.101070423,0.2,,0.018140845,0.00428169,0.012394366,0.034816901
25731,CBPF-SUD-23-R-INGO-25731,1,1,74,1,0.121911263,0.052559727,,0.02552901,0.2,0.041911263,0.016245734,,0.004505119,0.062662116
25731,CBPF-SUD-23-R-INGO-25731,1,1,39,1,101,,903,946,1950,3,0,113,451,567
25731,CBPF-SUD-23-R-INGO-25731,1,1,52,2,,367,562,574,1503,0,130,96,101,327
25731,CBPF-SUD-23-R-INGO-25731,1,1,7,1,209,594,266,953,2022,28,70,32,283,413
25731,CBPF-SUD-23-R-INGO-25731,1,1,19,1,,,,,0.2,,,,,0.057944581
25731,CBPF-SUD-23-R-INGO-25731,1,1,14,1,,,,,0.2,,,,,0.031284236
25731,CBPF-SUD-23-R-INGO-25731,1,1,53,1,,,,,0.2,,,,,0.075246497
25735,CBPF-BFA-23-S-NGO-25735,1,1,10,2,805,,90,,895,306,0,43,0,349
25735,CBPF-BFA-23-S-NGO-25735,1,1,18,2,,,,,0.2,,,,,0.047835592
25735,CBPF-BFA-23-S-NGO-25735,1,1,62,1,,0.083935113,0.018105704,0.097959184,0.2,,0.009419152,0.003976975,0.047723705,0.061119833
25735,CBPF-BFA-23-S-NGO-25735,1,1,75,2,814,994,80,,1888,217,268,29,0,514
25735,CBPF-BFA-23-S-NGO-25735,1,1,64,1,,0.033573141,,,0.033573141,,0,,,0.2
25735,CBPF-BFA-23-S-NGO-25735,1,1,79,1,0.041646489,0.076900726,0.081452785,,0.2,0.013849879,0.028184019,0.030217918,,0.072251816
25735,CBPF-BFA-23-S-NGO-25735,1,1,27,1,,,118,103,221,0,0,27,28,55
25735,CBPF-BFA-23-S-NGO-25735,1,1,57,1,623,,,317,940,60,0,0,40,100
25735,CBPF-BFA-23-S-NGO-25735,1,1,62,1,,0.09296741,0.021783877,0.085248714,0.2,,0.023670669,0.000686106,0.031903945,0.05626072
25735,CBPF-BFA-23-S-NGO-25735,1,1,54,2,994,,867,845,2706,359,0,270,230,859
25735,CBPF-BFA-23-S-NGO-25735,1,1,21,2,,,,,0.2,,,,,0.011912641
25735,CBPF-BFA-23-S-NGO-25735,1,1,43,2,308,200,572,54,1134,116,70,257,9,452
25735,CBPF-BFA-23-S-NGO-25735,1,1,59,1,0.05790501,0.031489915,0.073259597,0.037345478,0.2,0.024723487,0.015354587,0.022121015,0.010149642,0.072348731
25735,CBPF-BFA-23-S-NGO-25735,1,1,23,1,,,,,0.197355372,,,,,0.2
25735,CBPF-BFA-23-S-NGO-25735,1,1,39,2,206,,99,760,1065,20,0,46,186,252
25735,CBPF-BFA-23-S-NGO-25735,1,1,9,2,266,178,,982,1426,87,88,0,394,569
25735,CBPF-BFA-23-S-NGO-25735,1,1,4,1,,0.012883436,0.057208589,0.129907975,0.2,,0.002300613,0.002453988,0.004447853,0.009202454
25735,CBPF-BFA-23-S-NGO-25735,1,1,37,1,0.109090909,,0.090909091,,0.2,0.034924787,,0.022498365,,0.057423152
25735,CBPF-BFA-23-S-NGO-25735,1,1,22,1,,,,,2302,0,0,0,0,925
25735,CBPF-BFA-23-S-NGO-25735,1,1,17,1,,,,,0.2,,,,,0.003684211
25735,CBPF-BFA-23-S-NGO-25735,1,1,22,1,,,,,1321,0,0,0,0,271
25735,CBPF-BFA-23-S-NGO-25735,1,1,73,2,0.107480029,0.011038489,0.039215686,0.042265795,0.2,0.024255628,0.004502542,0.006100218,0.016412491,0.051270879
25735,CBPF-BFA-23-S-NGO-25735,1,1,14,2,,,,,0.2,,,,,0.019005848
25736,CBPF-SUD-23-R-INGO-25736,1,1,31,1,0.073803526,,0.005541562,0.120654912,0.2,0.013602015,,0.001763224,0.042065491,0.05743073
25737,CBPF-SUD-23-R-INGO-25737,1,1,36,1,0.081911263,0.003412969,0.114675768,,0.2,0.03890785,0.000136519,0.02225256,,0.061296928
25737,CBPF-SUD-23-R-INGO-25737,1,1,15,1,,,,,1290,0,0,0,0,636
25737,CBPF-SUD-23-R-INGO-25737,1,1,55,1,0.12129743,,0.07870257,,0.2,0.020685435,,0.008812729,,0.029498164
25737,CBPF-SUD-23-R-INGO-25737,1,1,35,1,876,309,342,,1527,54,73,143,0,270
25737,CBPF-SUD-23-R-INGO-25737,1,1,69,2,0.033867055,0.072003882,0.094129064,,0.2,0.006016497,0.024745269,0.018728772,,0.049490539
25737,CBPF-SUD-23-R-INGO-25737,1,1,16,2,,,,,2010,0,0,0,0,898
25737,CBPF-SUD-23-R-INGO-25737,1,1,55,1,0.135050072,,0.064949928,,0.2,0.047067239,,0.001001431,,0.04806867
25737,CBPF-SUD-23-R-INGO-25737,1,1,6,1,,,830,28,858,0,0,353,5,358
25737,CBPF-SUD-23-R-INGO-25737,1,1,22,1,,,,,2049,0,0,0,0,994
25737,CBPF-SUD-23-R-INGO-25737,1,1,4,1,,0.076533198,0.040952864,0.082513938,0.2,,0.016016219,0.013887481,0.012164217,0.042067917
25737,CBPF-SUD-23-R-INGO-25737,1,1,31,2,0.05746988,,0.077349398,0.065180723,0.2,0.019759036,,0.008795181,0.025662651,0.054216867
25737,CBPF-SUD-23-R-INGO-25737,1,1,70,2,984,850,318,302,2454,335,314,29,62,740
25739,CBPF-SUD-23-R-NGO-25739,1,1,56,1,,0.082858522,0.068855625,0.048285852,0.2,,0.011492033,0,0.007822308,0.019314341
25739,CBPF-SUD-23-R-NGO-25739,1,1,18,2,,,,,0.185585586,,,,,0.2
25739,CBPF-SUD-23-R-NGO-25739,1,1,20,2,,,,,0.156140351,,,,,0.2
25742,CBPF-SUD-23-R-INGO-25742,1,1,23,1,,,,,0.2,,,,,0.061666667
25742,CBPF-SUD-23-R-INGO-25742,1,1,70,2,355,980,637,882,2854,158,373,214,254,999
25742,CBPF-SUD-23-R-INGO-25742,1,1,62,2,,0.093582264,0.0168028,0.089614936,0.2,,0.041540257,0.005600933,0.003033839,0.050175029
25742,CBPF-SUD-23-R-INGO-25742,1,1,32,1,,,336,,336,0,0,35,0,35
25742,CBPF-SUD-23-R-INGO-25742,1,1,74,1,0.046331334,0.068020305,,0.085648362,0.2,0.001568989,0.027595754,,0.015413013,0.044577757
25742,CBPF-SUD-23-R-INGO-25742,1,1,11,2,,,,,0.2,,,,,0.012429696
25742,CBPF-SUD-23-R-INGO-25742,1,1,51,1,969,579,403,947,2898,342,123,28,7,500
25742,CBPF-SUD-23-R-INGO-25742,1,1,47,1,,513,43,857,1413,0,40,12,76,128
25742,CBPF-SUD-23-R-INGO-25742,1,1,48,2,0.155789474,,0.044210526,,0.2,0.076842105,,0.014912281,,0.091754386
25743,CBPF-BFA-23-S-INGO-25743,1,1,56,2,,0.096982456,0.038877193,0.064140351,0.2,,0.024561404,0.000701754,0.004210526,0.029473684
25743,CBPF-BFA-23-S-INGO-25743,1,1,66,1,297,,402,,699,128,0,28,0,156
25743,CBPF-BFA-23-S-INGO-25743,1,1,1,2,0.075802016,0.091292392,0.032905591,,0.2,0.0263978,0.024839597,0.001649863,,0.052887259
25743,CBPF-BFA-23-S-INGO-25743,1,1,11,2,,,,,0.028633406,,,,,0.2
25743,CBPF-BFA-23-S-INGO-25743,1,1,49,2,0.026721311,0.042131148,0.049508197,0.081639344,0.2,0.003770492,0.014508197,0.00795082,0.017213115,0.043442623
25747,CBPF-BFA-23-S-INGO-25747,1,1,51,2,145,534,906,631,2216,47,28,179,95,349
25747,CBPF-BFA-23-S-INGO-25747,1,1,42,1,0.066478476,,0.051799577,0.081721948,0.2,0.01863091,,0.017642908,0.022300635,0.058574453
25747,CBPF-BFA-23-S-INGO-25747,1,1,22,2,,,,,1818,0,0,0,0,222
25747,CBPF-BFA-23-S-INGO-25747,1,1,51,1,743,660,175,12,1590,163,199,47,3,412
25749,CBPF-BFA-23-S-NGO-25749,1,1,27,2,,,803,379,1182,0,0,47,114,161
25749,CBPF-BFA-23-S-NGO-25749,1,1,38,1,,445,,,445,0,145,0,0,145
25749,CBPF-BFA-23-S-NGO-25749,1,1,41,2,0.104932735,,,0.095067265,0.2,0.019730942,,,0.002092676,0.021823617
25749,CBPF-BFA-23-S-NGO-25749,1,1,68,2,385,715,,,1100,64,22,0,0,86
25749,CBPF-BFA-23-S-NGO-25749,1,1,77,2,,,,0.2,0.2,,,,0.068151448,0.068151448
25749,CBPF-BFA-23-S-NGO-25749,1,1,35,1,140,220,260,,620,2,12,61,0,75
25749,CBPF-BFA-23-S-NGO-25749,1,1,60,2,0.044230769,,0.138461538,0.017307692,0.2,0.005384615,,0.030384615,0.008076923,0.043846154
25749,CBPF-BFA-23-S-NGO-25749,1,1,45,2,979,,508,284,1771,104,0,7,77,188
25749,CBPF-BFA-23-S-NGO-25749,1,1,10,1,888,,999,,1887,229,0,309,0,538
25753,CBPF-BFA-23-S-INGO-25753,1,1,22,2,,,,,2012,0,0,0,0,648
25754,CBPF-BFA-23-S-NGO-25754,1,1,13,1,,,,,0.2,,,,,0.117364341
25754,CBPF-BFA-23-S-NGO-25754,1,1,14,2,,,,,0.2,,,,,0.073762593
25754,CBPF-BFA-23-S-NGO-25754,1,1,54,2,514,,271,346,1131,37,0,113,8,158
25754,CBPF-BFA-23-S-NGO-25754,1,1,62,2,,0.052609309,0.099012694,0.048377997,0.2,,0.022849083,0.012270804,0.022002821,0.057122708
25755,CBPF-SUD-23-R-INGO-25755,1,1,78,1,843,76,204,790,1913,154,5,73,372,604
25755,CBPF-SUD-23-R-INGO-25755,1,1,48,2,0.046581197,,0.153418803,,0.2,0.020726496,,0.055128205,,0.075854701
25755,CBPF-SUD-23-R-INGO-25755,1,1,60,2,0.03867713,,0.096188341,0.065134529,0.2,0.01558296,,0.022982063,0.014461883,0.053026906
25755,CBPF-SUD-23-R-INGO-25755,1,1,13,2,,,,,0.2,,,,,0.019337511
25755,CBPF-SUD-23-R-INGO-25755,1,1,64,1,,0.2,,,0.2,,0.007682776,,,0.007682776
25755,CBPF-SUD-23-R-INGO-25755,1,1,62,2,,0.105639098,0.060651629,0.033709273,0.2,,0.022431078,0.010275689,0.010526316,0.043233083
25755,CBPF-SUD-23-R-INGO-25755,1,1,69,1,0.005183585,0.056011519,0.138804896,,0.2,0.001583873,0.011519078,0.018862491,,0.031965443
25756,CBPF-SUD-23-R-INGO-25756,1,1,30,2,369,691,,,1060,55,10,0,0,65
25759,CBPF-SUD-23-R-INGO-25759,1,1,26,1,379,718,955,608,2660,37,175,374,221,807
25759,CBPF-SUD-23-R-INGO-25759,1,1,21,2,,,,,0.2,,,,,5.2356E-05
25759,CBPF-SUD-23-R-INGO-25759,1,1,59,2,0.064147627,0.07258348,0.045518453,0.017750439,0.2,0.025307557,0.016344464,0.005623902,0.008084359,0.055360281
25759,CBPF-SUD-23-R-INGO-25759,1,1,66,1,603,,807,,1410,194,0,216,0,410
25759,CBPF-SUD-23-R-INGO-25759,1,1,3,2,,0.113407134,,0.086592866,0.2,,0.012792128,,0.002460025,0.015252153
25759,CBPF-SUD-23-R-INGO-25759,1,1,58,2,,0.032274678,0.123776824,0.043948498,0.2,,0.00360515,0,0.008755365,0.012360515
25759,CBPF-SUD-23-R-INGO-25759,1,1,51,2,548,619,866,699,2732,100,240,221,42,603
25759,CBPF-SUD-23-R-INGO-25759,1,1,78,1,633,116,210,222,1181,87,23,39,4,153
25759,CBPF-SUD-23-R-INGO-25759,1,1,19,1,,,,,0.086984816,,,,,0.2
25759,CBPF-SUD-23-R-INGO-25759,1,1,37,1,0.04929972,,0.15070028,,0.2,0.005228758,,0.059010271,,0.064239029
25759,CBPF-SUD-23-R-INGO-25759,1,1,7,1,402,947,707,805,2861,64,97,70,289,520
25759,CBPF-SUD-23-R-INGO-25759,1,1,12,2,,,,,1817,0,0,0,0,107
25761,CBPF-BFA-23-S-INGO-25761,1,1,17,1,,,,,0.2,,,,,0.022712709
25761,CBPF-BFA-23-S-INGO-25761,1,1,62,1,,0.077279597,0.091083123,0.03163728,0.2,,0.020151134,0.043324937,0.001813602,0.065289673
25761,CBPF-BFA-23-S-INGO-25761,1,1,64,2,,0.2,,,0.2,,0.062785863,,,0.062785863
25761,CBPF-BFA-23-S-INGO-25761,1,1,44,2,,0.031257485,0.086347305,0.08239521,0.2,,0.007784431,0.007664671,0.009580838,0.02502994
