PooledFundId,CHFId,ChfProjectCode,OrganizationTypeId,AllocationYear,CVATypeId,ClusterId,PeopleTargeted,TransferAmount,PeopleReached,TotalAmtTransferred
53,26484,CBPF-ETH-23-S-INGO-26484,2,2023,1,89,75,50152,0,50152
53,26484,CBPF-ETH-23-S-INGO-26484,2,2023,1,89,75,50152,75,50152
53,26484,CBPF-ETH-23-S-INGO-26484,2,2023,4,90,20,2400,20,2400
53,26484,CBPF-ETH-23-S-INGO-26484,2,2023,3,99,550,55000,550,55000
53,26492,CBPF-ETH-23-S-NGO-26492,1,2023,1,331,80,26720,0,0
53,26492,CBPF-ETH-23-S-NGO-26492,1,2023,1,331,25,8350,0,0
53,26492,CBPF-ETH-23-S-NGO-26492,1,2023,1,331,100,16700,0,0
53,26494,CBPF-ETH-23-S-INGO-26494,2,2023,3,96,25,9056,9,2303
53,26494,CBPF-ETH-23-S-INGO-26494,2,2023,3,94,1050,28728,58,25956
53,26494,CBPF-ETH-23-S-INGO-26494,2,2023,1,94,1200,40755,0,0
53,26498,CBPF-ETH-23-S-NGO-26498,1,2023,1,331,4480,228800,0,0
53,26498,CBPF-ETH-23-S-NGO-26498,1,2023,5,90,1120,85800,0,0
53,26498,CBPF-ETH-23-S-NGO-26498,1,2023,2,89,280,14300,0,0
53,26504,CBPF-ETH-23-S-INGO-26504,2,2023,4,94,360,27291,2105,12417
53,26505,CBPF-ETH-23-S-INGO-26505,2,2023,1,95,120,54432,120,54432
53,26505,CBPF-ETH-23-S-INGO-26505,2,2023,1,89,62,10230,62,10230
53,26505,CBPF-ETH-23-S-INGO-26505,2,2023,1,89,62,10230,62,10230
53,26506,CBPF-ETH-23-S-O-26506,4,2023,3,95,960,147030,0,0
53,26506,CBPF-ETH-23-S-O-26506,4,2023,1,331,1882,192000,0,0
53,26510,CBPF-ETH-23-S-INGO-26510,2,2023,2,95,1000,20000,0,0
53,26523,CBPF-ETH-23-S-INGO-26523,2,2023,2,89,20,2000,,
53,26523,CBPF-ETH-23-S-INGO-26523,2,2023,1,331,40,1000,,
53,26524,CBPF-ETH-23-S-INGO-26524,2,2023,1,89,280,113367,0,0
53,26524,CBPF-ETH-23-S-INGO-26524,2,2023,3,95,200,91304,0,0
53,26530,CBPF-ETH-23-S-NGO-26530,1,2023,1,331,700,175532,700,175532
53,26531,CBPF-ETH-23-S-INGO-26531,2,2023,1,331,4680,267696,6129,267678
53,26533,CBPF-ETH-23-S-INGO-26533,2,2023,1,331,1192,201480,0,0
53,26533,CBPF-ETH-23-S-INGO-26533,2,2023,3,95,1192,111780,0,0
53,26538,CBPF-ETH-23-S-INGO-26538,2,2023,2,95,3978,273132,474,54
53,26538,CBPF-ETH-23-S-INGO-26538,2,2023,1,99,109,17748,0,0
53,26538,CBPF-ETH-23-S-INGO-26538,2,2023,2,89,60,7174,1,44
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,3,89,100,9500,101,9500
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,3,99,2500,29875,0,29744
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,3,95,150,56520,150,56520
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,3,95,300,59400,1235,59400
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,3,92,1000,9780,1000,9780
53,26567,CBPF-ETH-23-S-INGO-26567,2,2023,2,89,868,51186,868,51186
53,26567,CBPF-ETH-23-S-INGO-26567,2,2023,2,90,1500,48690,1500,42457
53,26575,CBPF-ETH-23-S-INGO-26575,2,2023,2,95,400,15946,0,0
53,26575,CBPF-ETH-23-S-INGO-26575,2,2023,1,331,251,125531,0,0
53,26584,CBPF-ETH-23-S-INGO-26584,2,2023,1,331,1430,130000,1691,117154
53,26592,CBPF-ETH-23-S-INGO-26592,2,2023,1,331,74,12331,0,0
53,26602,CBPF-ETH-23-S-INGO-26602,2,2023,1,331,1000,88374,1000,88374
53,26609,CBPF-ETH-23-S-NGO-26609,1,2023,1,331,800,91096,0,0
53,26611,CBPF-ETH-23-S-INGO-26611,2,2023,1,331,3000,67922,0,0
53,26611,CBPF-ETH-23-S-INGO-26611,2,2023,3,90,1800,52816,0,0
53,26612,CBPF-ETH-23-S-INGO-26612,2,2023,2,90,1500,43636,0,0
53,26612,CBPF-ETH-23-S-INGO-26612,2,2023,2,92,750,42000,0,0
53,26612,CBPF-ETH-23-S-INGO-26612,2,2023,2,95,300,22500,0,0
53,26612,CBPF-ETH-23-S-INGO-26612,2,2023,2,89,450,35182,0,0
53,26636,CBPF-ETH-23-S-NGO-26636,1,2023,3,90,350,54425,350,58072
53,26665,CBPF-ETH-23-S-INGO-26665,2,2023,1,331,1920,46371,0,0
53,26874,CBPF-ETH-23-R-NGO-26874,1,2023,1,331,1650,116250,1366,116250
53,26875,CBPF-ETH-23-R-NGO-26875,1,2023,1,331,2550,192000,2452,191665
53,26876,CBPF-ETH-23-R-NGO-26876,1,2023,1,331,400,101600,400,87175
53,26876,CBPF-ETH-23-R-NGO-26876,1,2023,3,99,600,33480,600,29352
53,26877,CBPF-ETH-23-R-O-26877,4,2023,1,331,14000,350000,13991,342754
53,26878,CBPF-ETH-23-R-NGO-26878,1,2023,1,331,537,134250,2127,100953
53,26878,CBPF-ETH-23-R-NGO-26878,1,2023,3,89,80,28800,80,28000
53,26879,CBPF-ETH-23-R-INGO-26879,2,2023,3,94,500,31980,841,44460
53,26879,CBPF-ETH-23-R-INGO-26879,2,2023,1,331,7930,201437,7728,201405
53,26880,CBPF-ETH-23-R-INGO-26880,2,2023,1,331,3575,267174,4256,306373
53,26881,CBPF-ETH-23-R-INGO-26881,2,2023,1,331,5000,237000,6171,248821
53,26882,CBPF-ETH-23-R-INGO-26882,2,2023,1,331,5250,320137,4715,305014
53,26883,CBPF-ETH-23-R-INGO-26883,2,2023,1,331,7625,359724,9798,359724
53,27627,CBPF-ETH-24-S-NGO-27627,1,2024,2,94,300,106650,300,0
53,27628,CBPF-ETH-24-S-INGO-27628,2,2024,2,95,300,45000,0,0
53,27630,CBPF-ETH-24-S-INGO-27630,2,2024,2,94,1250,30000,0,0
53,27631,CBPF-ETH-24-S-INGO-27631,2,2024,1,90,1875,46000,0,0
53,27632,CBPF-ETH-24-S-INGO-27632,2,2024,1,90,3850,300000,0,0
53,27634,CBPF-ETH-24-S-INGO-27634,2,2024,1,96,300,12120,0,0
53,27635,CBPF-ETH-24-S-INGO-27635,2,2024,3,95,280,42000,0,0
53,27635,CBPF-ETH-24-S-INGO-27635,2,2024,4,90,1600,14400,0,0
53,27635,CBPF-ETH-24-S-INGO-27635,2,2024,4,90,1600,100800,0,0
53,27635,CBPF-ETH-24-S-INGO-27635,2,2024,2,90,1600,8000,0,0
53,27636,CBPF-ETH-24-S-INGO-27636,2,2024,1,90,500,36840,493,36840
53,27639,CBPF-ETH-24-S-NGO-27639,1,2024,1,90,1000,250000,0,0
53,27641,CBPF-ETH-24-S-INGO-27641,2,2024,3,90,180,54000,0,0
53,27642,CBPF-ETH-24-S-INGO-27642,2,2024,1,90,100,15000,0,0
53,27642,CBPF-ETH-24-S-INGO-27642,2,2024,3,90,120,18000,0,0
53,27644,CBPF-ETH-24-S-INGO-27644,2,2024,1,90,546,60743,0,0
53,27645,CBPF-ETH-24-S-NGO-27645,1,2024,1,90,500,37500,0,0
53,27645,CBPF-ETH-24-S-NGO-27645,1,2024,1,94,2970,66568,0,0
53,27647,CBPF-ETH-24-S-INGO-27647,2,2024,1,90,2928,180097,0,0
53,27649,CBPF-ETH-24-S-NGO-27649,1,2024,1,89,1667,50010,210,
53,27653,CBPF-ETH-24-S-NGO-27653,1,2024,1,90,2517,120360,0,0
53,27662,CBPF-ETH-24-S-NGO-27662,1,2024,1,90,4000,267200,0,0
53,27663,CBPF-ETH-24-S-INGO-27663,2,2024,3,90,4200,46113,0,0
53,27663,CBPF-ETH-24-S-INGO-27663,2,2024,3,90,4300,102997,0,0
53,27663,CBPF-ETH-24-S-INGO-27663,2,2024,3,94,500,164250,73,164250
53,27663,CBPF-ETH-24-S-INGO-27663,2,2024,3,96,26,2295,0,0
53,27664,CBPF-ETH-24-S-INGO-27664,2,2024,1,90,1000,74700,0,0
53,27666,CBPF-ETH-24-S-INGO-27666,2,2024,1,89,300,108900,0,0
53,27669,CBPF-ETH-24-S-INGO-27669,2,2024,1,90,130,56550,0,0
53,27669,CBPF-ETH-24-S-INGO-27669,2,2024,3,95,120,12725,0,0
53,27670,CBPF-ETH-24-S-INGO-27670,2,2024,1,89,1500,121000,0,0
53,27670,CBPF-ETH-24-S-INGO-27670,2,2024,2,89,150,18750,0,0
53,27671,CBPF-ETH-24-S-INGO-27671,2,2024,3,96,30,2926,30,615
53,27671,CBPF-ETH-24-S-INGO-27671,2,2024,3,94,675,29929,30,75000
53,27672,CBPF-ETH-24-S-INGO-27672,2,2024,2,90,2500,122000,0,0
53,27672,CBPF-ETH-24-S-INGO-27672,2,2024,2,95,3825,229500,0,0
53,27674,CBPF-ETH-24-S-INGO-27674,2,2024,1,90,2150,185580,0,0
53,27681,CBPF-ETH-24-S-INGO-27681,2,2024,1,90,400,145680,0,0
53,27681,CBPF-ETH-24-S-INGO-27681,2,2024,1,94,300,109260,0,0
53,27683,CBPF-ETH-24-S-INGO-27683,2,2024,1,90,500,150000,0,0
53,27684,CBPF-ETH-24-S-INGO-27684,2,2024,1,90,700,85487,0,0
53,27684,CBPF-ETH-24-S-INGO-27684,2,2024,3,90,1000,106000,0,0
53,27684,CBPF-ETH-24-S-INGO-27684,2,2024,1,89,35,7000,0,0
53,27686,CBPF-ETH-24-S-NGO-27686,1,2024,1,90,760,95000,760,0
53,27692,CBPF-ETH-24-S-NGO-27692,1,2024,1,89,1663,404641,1644,200009
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,4,90,24000,40000,0,0
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,3,90,18000,211650,8122,97530
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,1,90,1650,33544,0,0
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,1,94,8830,214940,4330,78748
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,3,92,300,3598,0,0
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,3,92,1500,9133,0,0
53,27694,CBPF-ETH-24-S-INGO-27694,2,2024,1,94,6500,160515,0,0
53,27694,CBPF-ETH-24-S-INGO-27694,2,2024,3,90,10200,131937,0,0
53,27694,CBPF-ETH-24-S-INGO-27694,2,2024,4,90,12000,19400,0,0
53,27696,CBPF-ETH-24-S-INGO-27696,2,2024,1,90,2100,51124,0,0
53,27696,CBPF-ETH-24-S-INGO-27696,2,2024,3,95,2144,321600,0,0
53,27700,CBPF-ETH-24-S-INGO-27700,2,2024,1,90,696,49975,0,0
53,27701,CBPF-ETH-24-S-INGO-27701,2,2024,1,90,2100,151294,0,0
53,27702,CBPF-ETH-24-S-NGO-27702,1,2024,1,89,450,81000,182,22169
53,27703,CBPF-ETH-24-S-INGO-27703,2,2024,1,90,5020,430716,0,0
53,27704,CBPF-ETH-24-S-INGO-27704,2,2024,1,90,4625,341325,0,0
53,27707,CBPF-ETH-24-S-NGO-27707,1,2024,1,90,1200,121953,0,0
53,27711,CBPF-ETH-24-S-NGO-27711,1,2024,1,90,3000,200400,0,0
53,27713,CBPF-ETH-24-S-INGO-27713,2,2024,1,90,2500,121693,0,0
53,27714,CBPF-ETH-24-S-INGO-27714,2,2024,2,90,2500,2500,0,0
53,27716,CBPF-ETH-24-S-INGO-27716,2,2024,1,90,2000,148800,0,0
53,27717,CBPF-ETH-24-S-NGO-27717,1,2024,1,90,250,18750,0,0
53,27717,CBPF-ETH-24-S-NGO-27717,1,2024,1,94,6000,111126,6000,148169
53,27724,CBPF-ETH-24-S-INGO-27724,2,2024,2,90,1190,49671,0,0
53,27728,CBPF-ETH-24-S-INGO-27728,2,2024,1,90,1250,93000,0,0
53,27729,CBPF-ETH-24-S-NGO-27729,1,2024,4,90,576,3030,0,0
53,27729,CBPF-ETH-24-S-NGO-27729,1,2024,3,95,3941,123150,0,0
53,27731,CBPF-ETH-24-S-NGO-27731,1,2024,2,94,536,6360,0,0
53,27731,CBPF-ETH-24-S-NGO-27731,1,2024,1,94,536,10602,0,0
53,27731,CBPF-ETH-24-S-NGO-27731,1,2024,3,90,120,19147,0,0
53,27732,CBPF-ETH-24-S-INGO-27732,2,2024,3,96,50,6300,100,6300
53,27734,CBPF-ETH-24-S-INGO-27734,2,2024,1,90,200,27200,0,0
53,27735,CBPF-ETH-24-S-NGO-27735,1,2024,1,89,105,38653,,1719
53,27742,CBPF-ETH-24-S-INGO-27742,2,2024,1,90,5898,415154,0,0
53,27746,CBPF-ETH-24-S-INGO-27746,2,2024,1,90,2500,121693,0,0
53,27747,CBPF-ETH-24-S-INGO-27747,2,2024,1,90,735,71001,0,0
53,33160,CBPF-ETH-24-R-NGO-33160,1,2024,1,94,1087,79568,0,0
53,33160,CBPF-ETH-24-R-NGO-33160,1,2024,3,90,90,19764,0,0
53,33162,CBPF-ETH-24-R-INGO-33162,2,2024,1,94,442,54415,0,0
53,33165,CBPF-ETH-24-R-INGO-33165,2,2024,3,95,3520,118368,0,0
53,33165,CBPF-ETH-24-R-INGO-33165,2,2024,1,92,1430,90045,1257,19794
53,33171,CBPF-ETH-24-R-NGO-33171,1,2024,3,95,2731,88081,0,0
53,33171,CBPF-ETH-24-R-NGO-33171,1,2024,1,94,1128,65085,0,0
53,33178,CBPF-ETH-24-R-INGO-33178,2,2024,3,95,5104,171648,2232,13452
53,33197,CBPF-ETH-24-R-NGO-33197,1,2024,1,94,100,6803,0,0
53,33197,CBPF-ETH-24-R-NGO-33197,1,2024,1,90,400,27212,0,0
53,33206,CBPF-ETH-24-R-INGO-33206,2,2024,3,90,4050,47250,0,0
53,33206,CBPF-ETH-24-R-INGO-33206,2,2024,5,90,12000,20000,0,0
53,33206,CBPF-ETH-24-R-INGO-33206,2,2024,3,92,500,4773,0,0
53,33206,CBPF-ETH-24-R-INGO-33206,2,2024,1,94,2980,43598,0,0
53,33208,CBPF-ETH-24-R-NGO-33208,1,2024,3,94,979,70595,0,0
53,33208,CBPF-ETH-24-R-NGO-33208,1,2024,3,95,1020,189108,1020,11330
53,33209,CBPF-ETH-24-R-NGO-33209,1,2024,3,94,1353,97564,0,0
53,33209,CBPF-ETH-24-R-NGO-33209,1,2024,1,90,422,91291,0,0
53,33211,CBPF-ETH-24-R-INGO-33211,2,2024,1,94,5365,282049,0,0
53,33226,CBPF-ETH-24-R-INGO-33226,2,2024,2,94,500,36300,0,0
53,33226,CBPF-ETH-24-R-INGO-33226,2,2024,1,95,275,7000,212,3145
53,33226,CBPF-ETH-24-R-INGO-33226,2,2024,3,95,1238,41796,982,0
53,33227,CBPF-ETH-24-R-INGO-33227,2,2024,1,94,201,27738,0,0
53,33249,CBPF-ETH-24-R-INGO-33249,2,2024,1,95,2211,112531,0,0
53,33265,CBPF-ETH-24-R-INGO-33265,2,2024,3,96,30,2891,0,0
53,33266,CBPF-ETH-24-R-INGO-33266,2,2024,1,90,3410,98208,0,0
53,33277,CBPF-ETH-24-R-NGO-33277,1,2024,3,95,568,105048,568,52524
53,33277,CBPF-ETH-24-R-NGO-33277,1,2024,1,94,2250,93150,0,0
53,33292,CBPF-ETH-24-R-NGO-33292,1,2024,1,94,1960,133338,0,0
53,33292,CBPF-ETH-24-R-NGO-33292,1,2024,1,96,140,19048,0,0
53,33303,CBPF-ETH-24-R-NGO-33303,1,2024,1,94,6955,305464,0,0
53,33304,CBPF-ETH-24-R-INGO-33304,2,2024,3,92,5000,37944,0,0
53,33328,CBPF-ETH-24-R-INGO-33328,2,2024,1,95,2210,112192,0,0
53,33966,CBPF-ETH-24-R-INGO-33966,2,2024,3,92,50,2170,0,0
53,33966,CBPF-ETH-24-R-INGO-33966,2,2024,3,92,200,10416,0,0
53,33966,CBPF-ETH-24-R-INGO-33966,2,2024,4,90,3535,78810,0,0
53,33968,CBPF-ETH-24-R-INGO-33968,2,2024,3,94,130,16510,0,0
53,33969,CBPF-ETH-24-R-INGO-33969,2,2024,3,90,5475,23787,0,0
53,33970,CBPF-ETH-24-R-NGO-33970,1,2024,2,94,400,23784,0,0
53,33975,CBPF-ETH-24-R-INGO-33975,2,2024,1,90,5340,167894,492,4797
53,33975,CBPF-ETH-24-R-INGO-33975,2,2024,3,90,540,27010,0,0
53,33975,CBPF-ETH-24-R-INGO-33975,2,2024,3,90,2640,40920,0,0
53,33976,CBPF-ETH-24-R-NGO-33976,1,2024,4,90,2539,38085,0,0
53,33976,CBPF-ETH-24-R-NGO-33976,1,2024,2,94,1200,71352,0,0
53,33991,CBPF-ETH-24-R-INGO-33991,2,2024,4,90,4000,22500,0,22580
53,34001,CBPF-ETH-24-R-INGO-34001,2,2024,1,94,4165,54655,0,0
53,34018,CBPF-ETH-24-R-NGO-34018,1,2024,2,94,2100,41349,0,0
53,34028,CBPF-ETH-24-R-INGO-34028,2,2024,1,90,1525,108140,0,0
53,34029,CBPF-ETH-24-R-INGO-34029,2,2024,1,90,1525,108140,0,0
53,34258,CBPF-ETH-24-R-INGO-34258,2,2024,1,92,482,58163,0,0
53,34260,CBPF-ETH-24-R-NGO-34260,1,2024,3,95,1160,143040,0,0
53,34260,CBPF-ETH-24-R-NGO-34260,1,2024,1,89,234,56005,0,0
53,34264,CBPF-ETH-24-R-INGO-34264,2,2024,5,99,200,24094,0,0
53,34270,CBPF-ETH-24-R-INGO-34270,2,2024,1,89,750,53852,0,0
53,34281,CBPF-ETH-24-R-NGO-34281,1,2024,1,89,2200,141024,0,0
53,34281,CBPF-ETH-24-R-NGO-34281,1,2024,2,94,4005,67489,0,0
53,34285,CBPF-ETH-24-R-NGO-34285,1,2024,2,94,200,11892,0,0
53,34285,CBPF-ETH-24-R-NGO-34285,1,2024,3,95,1200,148800,0,0
53,34597,CBPF-ETH-24-R-NGO-34597,1,2024,1,89,666,159840,0,0
59,25310,CBPF-MM-23-R-INGO-25310,2,2023,2,48,3005,135225,2957,122340
59,25317,CBPF-MM-23-R-INGO-25317,2,2023,2,45,13237,99544,13866,107016
59,25317,CBPF-MM-23-R-INGO-25317,2,2023,2,47,12813,71237,13815,109533
59,25336,CBPF-MM-23-R-INGO-25336,2,2023,1,45,15365,20161,16574,20191
59,25336,CBPF-MM-23-R-INGO-25336,2,2023,1,47,15365,287139,16574,287566
59,25417,CBPF-MM-23-S-INGO-25417,2,2023,1,49,10000,166668,0,0
59,25420,CBPF-MM-23-S-INGO-25420,2,2023,1,49,2340,48285,0,0
59,25435,CBPF-MM-23-S-INGO-25435,2,2023,2,46,449,7150,0,0
59,25435,CBPF-MM-23-S-INGO-25435,2,2023,2,49,6318,76671,0,0
59,25441,CBPF-MM-23-S-INGO-25441,2,2023,1,45,150,857,0,0
59,25447,CBPF-MM-23-S-INGO-25447,2,2023,3,49,3535,148470,0,0
59,25447,CBPF-MM-23-S-INGO-25447,2,2023,5,49,1515,63630,0,0
59,25452,CBPF-MM-23-S-INGO-25452,2,2023,3,45,8,3777,0,0
59,25452,CBPF-MM-23-S-INGO-25452,2,2023,3,53,40,34385,0,0
59,25454,CBPF-MM-23-S-INGO-25454,2,2023,1,49,1791,83674,0,0
59,25457,CBPF-MM-23-S-INGO-25457,2,2023,1,49,1,1,0,0
59,25458,CBPF-MM-23-S-NGO-25458,1,2023,2,49,2251,74997,1771,24456
59,25458,CBPF-MM-23-S-NGO-25458,1,2023,2,53,2336,150381,1855,54720
59,25458,CBPF-MM-23-S-NGO-25458,1,2023,3,48,100,29755,19,590
59,25458,CBPF-MM-23-S-NGO-25458,1,2023,3,46,150,19999,6,554
59,25459,CBPF-MM-23-S-NGO-25459,1,2023,1,49,4179,45198,0,0
59,25459,CBPF-MM-23-S-NGO-25459,1,2023,3,49,726,12608,115,829
59,25459,CBPF-MM-23-S-NGO-25459,1,2023,3,49,13576,162743,13576,162743
59,25460,CBPF-MM-23-S-NGO-25460,1,2023,2,49,4760,56667,0,0
59,25460,CBPF-MM-23-S-NGO-25460,1,2023,2,53,1526,51238,0,0
59,25460,CBPF-MM-23-S-NGO-25460,1,2023,3,48,700,20286,0,0
59,25460,CBPF-MM-23-S-NGO-25460,1,2023,3,46,506,5714,0,0
59,25461,CBPF-MM-23-S-NGO-25461,1,2023,3,46,56,14933,94,16080
59,25461,CBPF-MM-23-S-NGO-25461,1,2023,3,46,435,39150,432,36204
59,25461,CBPF-MM-23-S-NGO-25461,1,2023,3,45,9615,69948,9538,67947
59,25461,CBPF-MM-23-S-NGO-25461,1,2023,3,45,2129,7702,2102,7056
59,25461,CBPF-MM-23-S-NGO-25461,1,2023,3,47,8089,61304,12332,59125
59,25461,CBPF-MM-23-S-NGO-25461,1,2023,3,47,7772,73063,12809,79992
59,25461,CBPF-MM-23-S-NGO-25461,1,2023,1,49,1274,10561,1271,10617
59,25461,CBPF-MM-23-S-NGO-25461,1,2023,2,49,24033,199714,24555,198165
59,25488,CBPF-MM-23-S-NGO-25488,1,2023,3,51,106,21200,106,13805
59,25491,CBPF-MM-23-S-INGO-25491,2,2023,1,49,10730,298130,11020,298680
59,25491,CBPF-MM-23-S-INGO-25491,2,2023,5,49,1372,44355,1476,71439
59,25491,CBPF-MM-23-S-INGO-25491,2,2023,1,49,5057,172369,6079,162198
59,25500,CBPF-MM-23-S-NGO-25500,1,2023,2,49,4646,209492,4098,142884
59,25500,CBPF-MM-23-S-NGO-25500,1,2023,2,51,1800,15500,2065,15541
59,25500,CBPF-MM-23-S-NGO-25500,1,2023,2,48,110,20952,78,11897
59,25504,CBPF-MM-23-S-NGO-25504,1,2023,2,51,1500,71430,0,0
59,25504,CBPF-MM-23-S-NGO-25504,1,2023,2,49,14055,307804,0,0
59,25504,CBPF-MM-23-S-NGO-25504,1,2023,2,46,400,34285,0,0
59,25521,CBPF-MM-23-S-INGO-25521,2,2023,2,49,2507,119381,3849,81478
59,25521,CBPF-MM-23-S-INGO-25521,2,2023,3,47,769,5643,963,6468
59,25521,CBPF-MM-23-S-INGO-25521,2,2023,3,46,50,1195,0,0
59,25521,CBPF-MM-23-S-INGO-25521,2,2023,1,45,2529,8937,0,0
59,25527,CBPF-MM-23-S-INGO-25527,2,2023,1,49,13800,414000,0,0
59,25529,CBPF-MM-23-S-INGO-25529,2,2023,2,48,2399,152845,0,0
59,25573,CBPF-MM-23-S-INGO-25573,2,2023,1,49,2000,250000,2000,185857
59,25574,CBPF-MM-23-S-INGO-25574,2,2023,1,49,23539,457159,18606,420762
59,25574,CBPF-MM-23-S-INGO-25574,2,2023,4,48,118,20033,128,15627
59,25597,CBPF-MM-23-S-UN-25597,3,2023,3,48,360,54000,0,0
59,25597,CBPF-MM-23-S-UN-25597,3,2023,3,51,288,7200,0,0
59,25599,CBPF-MM-23-S-UN-25599,3,2023,3,51,60,3571,0,0
59,25599,CBPF-MM-23-S-UN-25599,3,2023,3,48,567,40739,0,0
59,25599,CBPF-MM-23-S-UN-25599,3,2023,1,45,4000,24000,0,0
59,25603,CBPF-MM-23-S-INGO-25603,2,2023,1,49,1454,161394,0,0
59,25615,CBPF-MM-23-S-INGO-25615,2,2023,1,49,1825,35527,0,0
59,25621,CBPF-MM-23-S-INGO-25621,2,2023,3,48,200,24512,0,0
59,25621,CBPF-MM-23-S-INGO-25621,2,2023,2,46,344,68800,0,0
59,25628,CBPF-MM-23-S-NGO-25628,1,2023,3,49,8934,88314,0,0
59,25628,CBPF-MM-23-S-NGO-25628,1,2023,2,46,36,10286,0,0
59,25628,CBPF-MM-23-S-NGO-25628,1,2023,3,46,221,18942,0,0
59,25628,CBPF-MM-23-S-NGO-25628,1,2023,3,45,1781,74657,0,0
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,2,49,5048,54808,5048,54808
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,1,49,9184,160720,13829,180286
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,2,47,2838,26428,2838,9919
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,2,48,7951,29085,7951,29085
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,1,46,1634,19452,1634,17343
59,25643,CBPF-MM-23-S-INGO-25643,2,2023,1,49,30000,516646,0,0
59,25644,CBPF-MM-23-S-INGO-25644,2,2023,1,46,420,7500,0,0
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,46,182,5871,262,7411
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,47,4276,50555,4885,65293
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,45,1634,26400,3879,35381
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,51,541,5367,766,6917
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,51,1269,7554,825,7482
59,25646,CBPF-MM-23-S-INGO-25646,2,2023,1,49,1076,40400,0,0
59,25646,CBPF-MM-23-S-INGO-25646,2,2023,4,48,80,2400,0,0
59,25646,CBPF-MM-23-S-INGO-25646,2,2023,3,45,10,2000,0,0
59,25647,CBPF-MM-23-S-INGO-25647,2,2023,1,49,18000,336000,0,0
59,25648,CBPF-MM-23-S-NGO-25648,1,2023,2,45,14107,53194,0,0
59,25650,CBPF-MM-23-S-INGO-25650,2,2023,1,46,94,14047,68,6792
59,25652,CBPF-MM-23-S-NGO-25652,1,2023,1,49,525,15403,0,0
59,25653,CBPF-MM-23-S-INGO-25653,2,2023,2,49,7500,178571,0,0
59,25653,CBPF-MM-23-S-INGO-25653,2,2023,1,49,18560,260582,0,0
59,25653,CBPF-MM-23-S-INGO-25653,2,2023,1,47,18560,60134,0,0
59,25653,CBPF-MM-23-S-INGO-25653,2,2023,1,45,18560,80180,0,0
59,25654,CBPF-MM-23-S-INGO-25654,2,2023,3,47,1400,16000,0,0
59,25655,CBPF-MM-23-S-INGO-25655,2,2023,1,49,1125,86785,0,0
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,1,49,12237,327191,13085,349651
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,2,51,40,6667,2,196
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,1,47,3728,124267,5817,106076
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,2,48,15,2500,27,2642
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,2,46,541,13516,479,15982
59,25658,CBPF-MM-23-S-INGO-25658,2,2023,2,46,300,41160,293,44477
59,25659,CBPF-MM-23-S-INGO-25659,2,2023,1,45,14565,48921,0,0
59,25659,CBPF-MM-23-S-INGO-25659,2,2023,1,47,4500,123257,0,0
59,25659,CBPF-MM-23-S-INGO-25659,2,2023,1,49,10650,369394,0,0
59,25677,CBPF-MM-23-S-NGO-25677,1,2023,3,49,8008,69054,8008,68934
59,25679,CBPF-MM-23-R-UN-25679,3,2023,1,49,20000,240000,16220,224972
59,25684,CBPF-MM-23-S-INGO-25684,2,2023,1,49,2928,67720,3071,65267
59,25687,CBPF-MM-23-S-INGO-25687,2,2023,1,49,2870,62867,0,0
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,49,19519,428233,3255,52085
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,48,2992,79265,837,23521
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,47,4236,142188,860,22584
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,53,2928,52337,84,9222
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,46,220,31975,15,895
59,25693,CBPF-MM-23-S-NGO-25693,1,2023,2,49,8800,48000,9790,50486
59,25693,CBPF-MM-23-S-NGO-25693,1,2023,2,51,285,21375,438,22970
59,25700,CBPF-MM-23-S-NGO-25700,1,2023,3,45,7253,63135,7306,63160
