PooledFundId,CHFId,CHFProjectCode,OrganizationTypeId,AllocationYear,AllocationSourceName,CVATypeId,ClusterId,TargetedTransferAmt,ReachedTransferAmt,PeopleTargeted,PeopleReached
53,26538,CBPF-ETH-23-S-INGO-26538,2,2023,2,3,3,17748,15085.8,109,98
53,26538,CBPF-ETH-23-S-INGO-26538,2,2023,2,4,4,273132,232162.2,3978,3580
53,26538,CBPF-ETH-23-S-INGO-26538,2,2023,2,4,10,7174,6097.9,60,54
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,2,1,3,29875,25393.75,2500,2250
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,2,1,4,56520,48042,150,135
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,2,1,4,59400,50490,300,270
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,2,1,10,9500,8075,100,90
53,26543,CBPF-ETH-23-S-INGO-26543,2,2023,2,1,11,9780,8313,1000,900
53,26567,CBPF-ETH-23-S-INGO-26567,2,2023,2,4,9,48690,41386.5,1500,1350
53,26567,CBPF-ETH-23-S-INGO-26567,2,2023,2,4,10,51186,43508.1,868,781
53,26584,CBPF-ETH-23-S-INGO-26584,2,2023,2,3,15,130000,110500,1430,1287
53,26592,CBPF-ETH-23-S-INGO-26592,2,2023,2,3,15,12331,10481.35,74,67
53,26602,CBPF-ETH-23-S-INGO-26602,2,2023,2,3,15,88374,75117.9,1000,900
53,26417,CBPF-ETH-23-S-NGO-26417,1,2023,2,3,15,114113,96996.05,1000,900
53,26417,CBPF-ETH-23-S-NGO-26417,1,2023,2,3,9,3437,2921.45,30,27
53,26417,CBPF-ETH-23-S-NGO-26417,1,2023,2,3,10,22900,19465,100,90
53,26417,CBPF-ETH-23-S-NGO-26417,1,2023,2,3,10,71448,60730.8,312,281
53,26417,CBPF-ETH-23-S-NGO-26417,1,2023,2,4,9,36656,31157.6,300,270
53,26417,CBPF-ETH-23-S-NGO-26417,1,2023,2,4,9,52000,44200,1300,1170
53,26429,CBPF-ETH-23-S-NGO-26429,1,2023,2,3,15,75504,64178.4,1452,1307
53,26429,CBPF-ETH-23-S-NGO-26429,1,2023,2,4,10,2000,1700,20,18
53,26464,CBPF-ETH-23-S-NGO-26464,1,2023,2,3,9,125000,106250,2600,2340
53,26464,CBPF-ETH-23-S-NGO-26464,1,2023,2,3,11,51250,43562.5,1025,923
53,26464,CBPF-ETH-23-S-NGO-26464,1,2023,2,4,10,75000,63750,1400,1260
53,26468,CBPF-ETH-23-S-NGO-26468,1,2023,2,1,9,80451,68383.35,10000,9000
53,26468,CBPF-ETH-23-S-NGO-26468,1,2023,2,1,10,18000,15300,100,90
53,26468,CBPF-ETH-23-S-NGO-26468,1,2023,2,3,15,145647,123799.95,2025,1823
53,26469,CBPF-ETH-23-S-NGO-26469,1,2023,2,4,4,129000,109650,860,774
53,26469,CBPF-ETH-23-S-NGO-26469,1,2023,2,4,10,5100,4335,51,46
53,26530,CBPF-ETH-23-S-NGO-26530,1,2023,2,3,15,175532,149202.2,700,630
53,26636,CBPF-ETH-23-S-NGO-26636,1,2023,2,1,9,54425,46261.25,350,315
53,33162,CBPF-ETH-24-R-INGO-33162,2,2024,1,3,9,54415,46252.75,442,398
53,33165,CBPF-ETH-24-R-INGO-33165,2,2024,1,1,4,118368,100612.8,3520,3168
53,33165,CBPF-ETH-24-R-INGO-33165,2,2024,1,3,11,90045,76538.25,1430,1287
53,33178,CBPF-ETH-24-R-INGO-33178,2,2024,1,1,4,171648,145900.8,5104,4594
53,33206,CBPF-ETH-24-R-INGO-33206,2,2024,1,1,9,47250,40162.5,4050,3645
53,33206,CBPF-ETH-24-R-INGO-33206,2,2024,1,1,11,4773,4057.05,500,450
53,33206,CBPF-ETH-24-R-INGO-33206,2,2024,1,3,9,43598,37058.3,2980,2682
53,33206,CBPF-ETH-24-R-INGO-33206,2,2024,1,5,9,20000,17000,12000,10800
53,33211,CBPF-ETH-24-R-INGO-33211,2,2024,1,3,9,282049,239741.65,5365,4829
53,33226,CBPF-ETH-24-R-INGO-33226,2,2024,1,1,4,41796,35526.6,1238,1114
53,33226,CBPF-ETH-24-R-INGO-33226,2,2024,1,3,4,7000,5950,275,248
53,33226,CBPF-ETH-24-R-INGO-33226,2,2024,1,4,9,36300,30855,500,450
53,33227,CBPF-ETH-24-R-INGO-33227,2,2024,1,3,9,27738,23577.3,201,181
53,33249,CBPF-ETH-24-R-INGO-33249,2,2024,1,3,4,112531,95651.35,2211,1990
53,33265,CBPF-ETH-24-R-INGO-33265,2,2024,1,1,7,2891,2457.35,30,27
53,33266,CBPF-ETH-24-R-INGO-33266,2,2024,1,3,9,98208,83476.8,3410,3069
53,33304,CBPF-ETH-24-R-INGO-33304,2,2024,1,1,11,37944,32252.4,5000,4500
53,33328,CBPF-ETH-24-R-INGO-33328,2,2024,1,3,4,112192,95363.2,2210,1989
53,33966,CBPF-ETH-24-R-INGO-33966,2,2024,1,1,11,2170,1844.5,50,45
53,33966,CBPF-ETH-24-R-INGO-33966,2,2024,1,1,11,10416,8853.6,200,180
53,33966,CBPF-ETH-24-R-INGO-33966,2,2024,1,2,9,78810,66988.5,3535,3182
53,33968,CBPF-ETH-24-R-INGO-33968,2,2024,1,1,9,16510,14033.5,130,117
53,33969,CBPF-ETH-24-R-INGO-33969,2,2024,1,1,9,23787,20218.95,5475,4928
53,33975,CBPF-ETH-24-R-INGO-33975,2,2024,1,1,9,27010,22958.5,540,486
53,33975,CBPF-ETH-24-R-INGO-33975,2,2024,1,1,9,40920,34782,2640,2376
53,33975,CBPF-ETH-24-R-INGO-33975,2,2024,1,3,9,167894,142709.9,5340,4806
53,33991,CBPF-ETH-24-R-INGO-33991,2,2024,1,2,9,22500,19125,4000,3600
53,34001,CBPF-ETH-24-R-INGO-34001,2,2024,1,3,9,54655,46456.75,4165,3749
53,34028,CBPF-ETH-24-R-INGO-34028,2,2024,1,3,9,108140,91919,1525,1373
53,34029,CBPF-ETH-24-R-INGO-34029,2,2024,1,3,9,108140,91919,1525,1373
53,34258,CBPF-ETH-24-R-INGO-34258,2,2024,1,3,11,58163,49438.55,482,434
53,34264,CBPF-ETH-24-R-INGO-34264,2,2024,1,5,3,24094,20479.9,200,180
53,34270,CBPF-ETH-24-R-INGO-34270,2,2024,1,3,10,53852,45774.2,750,675
53,33160,CBPF-ETH-24-R-NGO-33160,1,2024,1,1,9,19764,16799.4,90,81
53,33160,CBPF-ETH-24-R-NGO-33160,1,2024,1,3,9,79568,67632.8,1087,978
53,33171,CBPF-ETH-24-R-NGO-33171,1,2024,1,1,4,88081,74868.85,2731,2458
53,33171,CBPF-ETH-24-R-NGO-33171,1,2024,1,3,9,65085,55322.25,1128,1015
53,33197,CBPF-ETH-24-R-NGO-33197,1,2024,1,3,9,27212,23130.2,400,360
53,33197,CBPF-ETH-24-R-NGO-33197,1,2024,1,3,9,6803,5782.55,100,90
53,33208,CBPF-ETH-24-R-NGO-33208,1,2024,1,1,4,189108,160741.8,1020,918
53,33208,CBPF-ETH-24-R-NGO-33208,1,2024,1,1,9,70595,60005.75,979,881
53,33209,CBPF-ETH-24-R-NGO-33209,1,2024,1,1,9,97564,82929.4,1353,1218
53,33209,CBPF-ETH-24-R-NGO-33209,1,2024,1,3,9,91291,77597.35,422,380
53,33277,CBPF-ETH-24-R-NGO-33277,1,2024,1,1,4,105048,89290.8,568,511
53,33277,CBPF-ETH-24-R-NGO-33277,1,2024,1,3,9,93150,79177.5,2250,2025
53,33292,CBPF-ETH-24-R-NGO-33292,1,2024,1,3,7,19048,16190.8,140,126
53,33292,CBPF-ETH-24-R-NGO-33292,1,2024,1,3,9,133338,113337.3,1960,1764
53,33303,CBPF-ETH-24-R-NGO-33303,1,2024,1,3,9,305464,259644.4,6955,6260
53,33970,CBPF-ETH-24-R-NGO-33970,1,2024,1,4,9,23784,20216.4,400,360
53,33976,CBPF-ETH-24-R-NGO-33976,1,2024,1,2,9,38085,32372.25,2539,2285
53,33976,CBPF-ETH-24-R-NGO-33976,1,2024,1,4,9,71352,60649.2,1200,1080
53,34018,CBPF-ETH-24-R-NGO-34018,1,2024,1,4,9,41349,35146.65,2100,1890
53,34260,CBPF-ETH-24-R-NGO-34260,1,2024,1,1,4,143040,121584,1160,1044
53,34260,CBPF-ETH-24-R-NGO-34260,1,2024,1,3,10,56005,47604.25,234,211
53,34281,CBPF-ETH-24-R-NGO-34281,1,2024,1,3,10,141024,119870.4,2200,1980
53,34281,CBPF-ETH-24-R-NGO-34281,1,2024,1,4,9,67489,57365.65,4005,3605
53,34285,CBPF-ETH-24-R-NGO-34285,1,2024,1,1,4,148800,126480,1200,1080
53,34285,CBPF-ETH-24-R-NGO-34285,1,2024,1,4,9,11892,10108.2,200,180
53,27628,CBPF-ETH-24-S-INGO-27628,2,2024,2,4,4,45000,38250,300,270
53,27630,CBPF-ETH-24-S-INGO-27630,2,2024,2,4,9,30000,25500,1250,1125
53,27636,CBPF-ETH-24-S-INGO-27636,2,2024,2,3,9,36840,31314,500,450
53,27663,CBPF-ETH-24-S-INGO-27663,2,2024,2,1,9,46113,39196.05,4200,3780
53,27663,CBPF-ETH-24-S-INGO-27663,2,2024,2,1,9,62075,52763.75,1200,1080
53,27663,CBPF-ETH-24-S-INGO-27663,2,2024,2,1,7,2295,1950.75,26,23
53,27663,CBPF-ETH-24-S-INGO-27663,2,2024,2,1,9,11085,9422.25,250,225
53,27671,CBPF-ETH-24-S-INGO-27671,2,2024,2,1,7,2926,2487.1,30,27
53,27671,CBPF-ETH-24-S-INGO-27671,2,2024,2,1,9,29929,25439.65,675,608
53,27683,CBPF-ETH-24-S-INGO-27683,2,2024,2,3,9,150000,127500,500,450
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,2,1,9,211650,179902.5,18000,16200
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,2,1,11,3598,3058.3,300,270
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,2,1,11,9133,7763.05,1500,1350
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,2,2,9,40000,34000,24000,21600
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,2,3,9,33544,28512.4,1650,1485
53,27693,CBPF-ETH-24-S-INGO-27693,2,2024,2,3,9,214940,182699,8830,7947
53,27696,CBPF-ETH-24-S-INGO-27696,2,2024,2,1,4,321600,273360,2144,1930
53,27696,CBPF-ETH-24-S-INGO-27696,2,2024,2,3,9,51124,43455.4,2100,1890
53,27700,CBPF-ETH-24-S-INGO-27700,2,2024,2,3,9,49975,42478.75,696,626
53,27703,CBPF-ETH-24-S-INGO-27703,2,2024,2,3,9,287144,244072.4,5020,4518
53,27724,CBPF-ETH-24-S-INGO-27724,2,2024,2,4,9,49671,42220.35,1190,1071
53,27732,CBPF-ETH-24-S-INGO-27732,2,2024,2,1,7,6300,5355,50,45
53,27747,CBPF-ETH-24-S-INGO-27747,2,2024,2,3,9,71001,60350.85,735,662
53,27627,CBPF-ETH-24-S-NGO-27627,1,2024,2,4,9,106650,90652.5,300,270
53,27645,CBPF-ETH-24-S-NGO-27645,1,2024,2,3,9,37500,31875,500,450
53,27645,CBPF-ETH-24-S-NGO-27645,1,2024,2,3,9,66568,56582.8,2970,2673
53,27649,CBPF-ETH-24-S-NGO-27649,1,2024,2,3,10,50010,42508.5,1667,1500
53,27686,CBPF-ETH-24-S-NGO-27686,1,2024,2,3,9,95000,80750,760,684
53,27692,CBPF-ETH-24-S-NGO-27692,1,2024,2,3,10,404641,343944.85,1663,1497
53,27702,CBPF-ETH-24-S-NGO-27702,1,2024,2,3,10,81000,68850,450,405
53,27717,CBPF-ETH-24-S-NGO-27717,1,2024,2,3,9,18750,15937.5,250,225
53,27717,CBPF-ETH-24-S-NGO-27717,1,2024,2,3,9,111126,94457.1,6000,5400
53,27729,CBPF-ETH-24-S-NGO-27729,1,2024,2,1,4,123150,104677.5,3941,3547
53,27729,CBPF-ETH-24-S-NGO-27729,1,2024,2,2,9,3030,2575.5,576,518
53,27735,CBPF-ETH-24-S-NGO-27735,1,2024,2,3,10,38653,32855.05,105,95
71,27026,CBPF-LEB-23-R-INGO-27026,2,2023,1,3,15,72800,61880,3640,3276
71,27027,CBPF-LEB-23-R-INGO-27027,2,2023,1,3,15,133000,113050,5320,4788
71,27028,CBPF-LEB-23-R-INGO-27028,2,2023,1,4,15,102300,86955,2325,2093
71,27028,CBPF-LEB-23-R-INGO-27028,2,2023,1,4,4,32500,27625,1625,1463
71,27028,CBPF-LEB-23-R-INGO-27028,2,2023,1,4,11,30450,25882.5,3625,3263
71,27036,CBPF-LEB-23-R-INGO-27036,2,2023,1,1,10,2700,2295,30,27
71,27053,CBPF-LEB-23-R-INGO-27053,2,2023,1,1,3,105000,89250,1000,900
71,27053,CBPF-LEB-23-R-INGO-27053,2,2023,1,4,10,2400,2040,8,7
71,27059,CBPF-LEB-23-R-NGO-27059,1,2023,1,4,10,2700,2295,30,27
71,25224,CBPF-LEB-23-S-INGO-25224,2,2023,2,4,3,83200,70720,500,450
71,25241,CBPF-LEB-23-S-INGO-25241,2,2023,2,3,15,171000,145350,3420,3078
71,25256,CBPF-LEB-23-S-INGO-25256,2,2023,2,4,10,7740,6579,86,77
71,25265,CBPF-LEB-23-S-INGO-25265,2,2023,2,1,3,32000,27200,200,180
71,25265,CBPF-LEB-23-S-INGO-25265,2,2023,2,4,10,3600,3060,20,18
71,25359,CBPF-LEB-23-S-INGO-25359,2,2023,2,4,10,2700,2295,30,27
71,25375,CBPF-LEB-23-S-INGO-25375,2,2023,2,1,4,63000,53550,175,158
71,25375,CBPF-LEB-23-S-INGO-25375,2,2023,2,4,10,21708,18451.8,102,92
71,25375,CBPF-LEB-23-S-INGO-25375,2,2023,2,4,10,25011,21259.35,119,107
71,25411,CBPF-LEB-23-S-INGO-25411,2,2023,2,1,10,1800,1530,20,18
71,25413,CBPF-LEB-23-S-INGO-25413,2,2023,2,1,10,18900,16065,30,27
71,25413,CBPF-LEB-23-S-INGO-25413,2,2023,2,1,4,15000,12750,50,45
71,25413,CBPF-LEB-23-S-INGO-25413,2,2023,2,4,10,2700,2295,30,27
71,25446,CBPF-LEB-23-S-INGO-25446,2,2023,2,4,6,330000,280500,2750,2475
71,25448,CBPF-LEB-23-S-INGO-25448,2,2023,2,1,4,41400,35190,655,590
71,25450,CBPF-LEB-23-S-INGO-25450,2,2023,2,4,10,6300,5355,70,63
71,25453,CBPF-LEB-23-S-INGO-25453,2,2023,2,2,6,293800,249730,6396,5756
71,25453,CBPF-LEB-23-S-INGO-25453,2,2023,2,2,11,30900,26265,1384,1246
71,25324,CBPF-LEB-23-S-NGO-25324,1,2023,2,4,10,8800,7480,44,40
71,25397,CBPF-LEB-23-S-NGO-25397,1,2023,2,1,6,14616,12423.6,99,89
71,25397,CBPF-LEB-23-S-NGO-25397,1,2023,2,4,4,5907,5020.95,18,16
71,25409,CBPF-LEB-23-S-NGO-25409,1,2023,2,3,15,25800,21930,172,155
71,25409,CBPF-LEB-23-S-NGO-25409,1,2023,2,5,6,380400,323340,634,571
71,25410,CBPF-LEB-23-S-NGO-25410,1,2023,2,4,6,240000,204000,400,360
71,25449,CBPF-LEB-23-S-NGO-25449,1,2023,2,1,18,42570,36184.5,165,149
71,25481,CBPF-LEB-23-S-NGO-25481,1,2023,2,4,10,5400,4590,60,54
71,25481,CBPF-LEB-23-S-NGO-25481,1,2023,2,4,3,42000,35700,300,270
71,25487,CBPF-LEB-23-S-NGO-25487,1,2023,2,4,10,2970,2524.5,33,30
71,33992,CBPF-LEB-24-R-INGO-33992,2,2024,1,1,6,18000,15300,100,90
71,33996,CBPF-LEB-24-R-INGO-33996,2,2024,1,1,10,350,297.5,70,63
71,33996,CBPF-LEB-24-R-INGO-33996,2,2024,1,1,10,21600,18360,60,54
71,33996,CBPF-LEB-24-R-INGO-33996,2,2024,1,1,10,39960,33966,444,400
71,33996,CBPF-LEB-24-R-INGO-33996,2,2024,1,1,4,125000,106250,500,450
71,33999,CBPF-LEB-24-R-INGO-33999,2,2024,1,4,4,45000,38250,900,810
71,34008,CBPF-LEB-24-R-INGO-34008,2,2024,1,1,10,4680,3978,52,47
71,34009,CBPF-LEB-24-R-INGO-34009,2,2024,1,4,10,15480,13158,172,155
71,34010,CBPF-LEB-24-R-INGO-34010,2,2024,1,4,15,90000,76500,1800,1620
71,34012,CBPF-LEB-24-R-INGO-34012,2,2024,1,1,4,18750,15937.5,375,338
71,33995,CBPF-LEB-24-R-NGO-33995,1,2024,1,3,15,60000,51000,1350,1215
71,33995,CBPF-LEB-24-R-NGO-33995,1,2024,1,4,4,37500,31875,675,608
71,34003,CBPF-LEB-24-R-NGO-34003,1,2024,1,4,10,52000,44200,130,117
71,34006,CBPF-LEB-24-R-NGO-34006,1,2024,1,3,15,92400,78540,462,416
71,34015,CBPF-LEB-24-R-NGO-34015,1,2024,1,1,10,62010,52708.5,510,459
71,27903,CBPF-LEB-24-S-INGO-27903,2,2024,2,1,4,44220,37587,335,302
71,27903,CBPF-LEB-24-S-INGO-27903,2,2024,2,4,6,189600,161160,1580,1422
71,27905,CBPF-LEB-24-S-INGO-27905,2,2024,2,1,4,117876,100194.6,961,865
71,27905,CBPF-LEB-24-S-INGO-27905,2,2024,2,4,10,35496,30171.6,164,148
71,27925,CBPF-LEB-24-S-INGO-27925,2,2024,2,1,10,12150,10327.5,30,27
71,27925,CBPF-LEB-24-S-INGO-27925,2,2024,2,1,4,52500,44625,840,756
71,27925,CBPF-LEB-24-S-INGO-27925,2,2024,2,4,10,3600,3060,40,36
71,27957,CBPF-LEB-24-S-INGO-27957,2,2024,2,1,10,2700,2295,30,27
71,27960,CBPF-LEB-24-S-INGO-27960,2,2024,2,4,15,450000,382500,7500,6750
71,27974,CBPF-LEB-24-S-INGO-27974,2,2024,2,4,15,275600,234260,1378,1240
71,27988,CBPF-LEB-24-S-INGO-27988,2,2024,2,1,10,9490,8066.5,130,117
71,27988,CBPF-LEB-24-S-INGO-27988,2,2024,2,1,4,46893,39859.05,250,225
71,28019,CBPF-LEB-24-S-INGO-28019,2,2024,2,4,15,45800,38930,916,824
71,28140,CBPF-LEB-24-S-INGO-28140,2,2024,2,4,15,80000,68000,800,720
71,28243,CBPF-LEB-24-S-INGO-28243,2,2024,2,1,4,71376,60669.6,680,612
71,28250,CBPF-LEB-24-S-INGO-28250,2,2024,2,4,10,3600,3060,40,36
71,28277,CBPF-LEB-24-S-INGO-28277,2,2024,2,1,4,73800,62730,945,851
71,28284,CBPF-LEB-24-S-INGO-28284,2,2024,2,1,6,36000,30600,100,90
71,28315,CBPF-LEB-24-S-INGO-28315,2,2024,2,4,10,13500,11475,25,23
71,27835,CBPF-LEB-24-S-NGO-27835,1,2024,2,3,10,2000,1700,20,18
71,28209,CBPF-LEB-24-S-NGO-28209,1,2024,2,1,6,67500,57375,225,203
71,28226,CBPF-LEB-24-S-NGO-28226,1,2024,2,1,4,75000,63750,300,270
71,28288,CBPF-LEB-24-S-NGO-28288,1,2024,2,5,6,91200,77520,380,342
71,28288,CBPF-LEB-24-S-NGO-28288,1,2024,2,5,6,136800,116280,380,342
71,28296,CBPF-LEB-24-S-NGO-28296,1,2024,2,5,6,127440,108324,531,478
71,28296,CBPF-LEB-24-S-NGO-28296,1,2024,2,5,6,191160,162486,531,478
71,28306,CBPF-LEB-24-S-NGO-28306,1,2024,2,2,6,110700,94095,615,554
71,28312,CBPF-LEB-24-S-NGO-28312,1,2024,2,1,10,16200,13770,60,54
71,28335,CBPF-LEB-24-S-NGO-28335,1,2024,2,1,4,15000,12750,3,3
71,28335,CBPF-LEB-24-S-NGO-28335,1,2024,2,4,10,1350,1147.5,15,14
71,28335,CBPF-LEB-24-S-NGO-28335,1,2024,2,4,10,18000,15300,200,180
71,28335,CBPF-LEB-24-S-NGO-28335,1,2024,2,4,4,108000,91800,120,108
86,26050,CBPF-MLI-23-S-INGO-26050,2,2023,2,1,6,71832,61057.2,420,378
86,26078,CBPF-MLI-23-S-INGO-26078,2,2023,2,3,6,57988,49289.8,9084,8176
86,26094,CBPF-MLI-23-S-NGO-26094,1,2023,2,2,6,23245,19758.25,230,207
86,26094,CBPF-MLI-23-S-NGO-26094,1,2023,2,5,6,21792,18523.2,170,153
86,26101,CBPF-MLI-23-S-NGO-26101,1,2023,2,3,6,50131,42611.35,650,585
86,33724,CBPF-MLI-24-S-INGO-33724,2,2024,2,4,4,43722,37163.7,700,630
86,33724,CBPF-MLI-24-S-INGO-33724,2,2024,2,4,6,52335,44484.75,883,795
86,33763,CBPF-MLI-24-S-INGO-33763,2,2024,2,1,4,51831,44056.35,450,405
86,33906,CBPF-MLI-24-S-INGO-33906,2,2024,2,1,4,24000,20400,120,108
86,33909,CBPF-MLI-24-S-INGO-33909,2,2024,2,1,4,30000,25500,150,135
86,33909,CBPF-MLI-24-S-INGO-33909,2,2024,2,1,6,49057,41698.45,250,225
86,33909,CBPF-MLI-24-S-INGO-33909,2,2024,2,1,6,206041,175134.85,1050,945
86,33845,CBPF-MLI-24-S-NGO-33845,1,2024,2,4,4,12076,10264.6,133,120
59,25310,CBPF-MM-23-R-INGO-25310,2,2023,1,4,7,135225,114941.25,3005,2705
59,25317,CBPF-MM-23-R-INGO-25317,2,2023,1,4,4,71237,60551.45,12813,11532
59,25317,CBPF-MM-23-R-INGO-25317,2,2023,1,4,11,99544,84612.4,13237,11913
59,25336,CBPF-MM-23-R-INGO-25336,2,2023,1,3,4,287139,244068.15,15365,13829
59,25336,CBPF-MM-23-R-INGO-25336,2,2023,1,3,11,20161,17136.85,15365,13829
59,27008,CBPF-MM-23-R-INGO-27008,2,2023,1,1,7,16437,13971.45,3410,3069
59,27008,CBPF-MM-23-R-INGO-27008,2,2023,1,1,7,83648,71100.8,441,397
59,27008,CBPF-MM-23-R-INGO-27008,2,2023,1,2,7,32122,27303.7,3410,3069
59,25701,CBPF-MM-23-R-NGO-25701,1,2023,1,4,3,85330,72530.5,4100,3690
59,25707,CBPF-MM-23-R-NGO-25707,1,2023,1,4,3,55000,46750,550,495
59,25679,CBPF-MM-23-R-UN-25679,3,2023,1,3,6,240000,204000,20000,18000
59,25454,CBPF-MM-23-S-INGO-25454,2,2023,2,3,6,83674,71122.9,1791,1612
59,25491,CBPF-MM-23-S-INGO-25491,2,2023,2,3,6,172369,146513.65,5057,4551
59,25491,CBPF-MM-23-S-INGO-25491,2,2023,2,3,6,298130,253410.5,10730,9657
59,25491,CBPF-MM-23-S-INGO-25491,2,2023,2,5,6,44355,37701.75,1372,1235
59,25521,CBPF-MM-23-S-INGO-25521,2,2023,2,1,10,1195,1015.75,50,45
59,25521,CBPF-MM-23-S-INGO-25521,2,2023,2,1,4,5643,4796.55,769,692
59,25521,CBPF-MM-23-S-INGO-25521,2,2023,2,3,11,8937,7596.45,2529,2276
59,25521,CBPF-MM-23-S-INGO-25521,2,2023,2,4,6,119381,101473.85,2507,2256
59,25573,CBPF-MM-23-S-INGO-25573,2,2023,2,3,6,250000,212500,2000,1800
59,25574,CBPF-MM-23-S-INGO-25574,2,2023,2,2,7,20033,17028.05,118,106
59,25574,CBPF-MM-23-S-INGO-25574,2,2023,2,3,6,457159,388585.15,23539,21185
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,2,3,6,160720,136612,9184,8266
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,2,3,10,19452,16534.2,1634,1471
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,2,4,6,54808,46586.8,5048,4543
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,2,4,7,29085,24722.25,7951,7156
59,25636,CBPF-MM-23-S-INGO-25636,2,2023,2,4,4,26428,22463.8,2838,2554
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,4,9,5367,4561.95,541,487
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,4,9,7554,6420.9,1269,1142
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,4,10,5871,4990.35,182,164
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,4,4,50555,42971.75,4276,3848
59,25645,CBPF-MM-23-S-INGO-25645,2,2023,2,4,11,26400,22440,1634,1471
59,25650,CBPF-MM-23-S-INGO-25650,2,2023,2,3,10,14047,11939.95,94,85
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,2,3,6,327191,278112.35,12237,11013
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,2,3,4,124267,105626.95,3728,3355
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,2,4,7,2500,2125,15,14
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,2,4,9,6667,5666.95,40,36
59,25657,CBPF-MM-23-S-INGO-25657,2,2023,2,4,10,13516,11488.6,541,487
59,25658,CBPF-MM-23-S-INGO-25658,2,2023,2,4,10,41160,34986,300,270
59,25684,CBPF-MM-23-S-INGO-25684,2,2023,2,3,6,67720,57562,2928,2635
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,4,3,104000,88400,1284,1156
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,4,6,325293,276499.05,9940,8946
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,4,7,56000,47600,1880,1692
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,4,10,34162,29037.7,180,162
59,25692,CBPF-MM-23-S-INGO-25692,2,2023,2,4,4,135616,115273.6,2340,2106
59,26857,CBPF-MM-23-S-INGO-26857,2,2023,2,1,6,1507,1280.95,420,378
59,26857,CBPF-MM-23-S-INGO-26857,2,2023,2,1,6,29792,25323.2,2660,2394
59,26864,CBPF-MM-23-S-INGO-26864,2,2023,2,4,6,194326,165177.1,6000,5400
59,26864,CBPF-MM-23-S-INGO-26864,2,2023,2,4,4,214182,182054.7,6200,5580
59,26864,CBPF-MM-23-S-INGO-26864,2,2023,2,4,11,92323,78474.55,6579,5921
59,26884,CBPF-MM-23-S-INGO-26884,2,2023,2,4,6,124316,105668.6,4570,4113
59,26884,CBPF-MM-23-S-INGO-26884,2,2023,2,4,10,9000,7650,75,68
59,26884,CBPF-MM-23-S-INGO-26884,2,2023,2,4,4,39021,33167.85,7065,6359
59,26918,CBPF-MM-23-S-INGO-26918,2,2023,2,3,6,295382,251074.7,6485,5837
59,26918,CBPF-MM-23-S-INGO-26918,2,2023,2,4,6,109906,93420.1,9057,8151
59,26918,CBPF-MM-23-S-INGO-26918,2,2023,2,4,9,5620,4777,250,225
59,26918,CBPF-MM-23-S-INGO-26918,2,2023,2,4,4,29112,24745.2,4419,3977
59,26918,CBPF-MM-23-S-INGO-26918,2,2023,2,4,11,170000,144500,13450,12105
59,26978,CBPF-MM-23-S-INGO-26978,2,2023,2,3,6,66300,56355,3606,3245
59,26978,CBPF-MM-23-S-INGO-26978,2,2023,2,3,6,85459,72640.15,5690,5121
59,26978,CBPF-MM-23-S-INGO-26978,2,2023,2,3,4,21420,18207,3568,3211
59,26978,CBPF-MM-23-S-INGO-26978,2,2023,2,3,11,14280,12138,3568,3211
59,26978,CBPF-MM-23-S-INGO-26978,2,2023,2,4,6,12500,10625,170,153
59,27004,CBPF-MM-23-S-INGO-27004,2,2023,2,4,6,41816,35543.6,1366,1229
59,27004,CBPF-MM-23-S-INGO-27004,2,2023,2,4,4,64592,54903.2,9495,8546
59,27013,CBPF-MM-23-S-INGO-27013,2,2023,2,4,7,10204,8673.4,30,27
59,27013,CBPF-MM-23-S-INGO-27013,2,2023,2,4,10,3232,2747.2,25,23
59,27013,CBPF-MM-23-S-INGO-27013,2,2023,2,4,4,250,212.5,10,9
59,25458,CBPF-MM-23-S-NGO-25458,1,2023,2,1,7,29755,25291.75,100,90
