FundId,PFId,PrjCode,AllSrc,PrjTitle,ClstAgg,ClstPrct,AdmLocTypeIdAgg,AdmLoc1,AdmLoc2,AdmLoc3,AdmLoc4,AdmLoc5,AdmLoc6,AdmLocBenClustAgg1,AdmLocBenClustAgg2,AdmLocBenClustAgg3,AdmLocBenClustAgg4,AdmLocBenClustAgg5,AdmLocBenClustAgg6,AdmLocCord1,AdmLocCord2,AdmLocCord3,AdmLocCord4,AdmLocCord5,AdmLocCord6,AdmLocClustBdg1,AdmLocClustBdg2,AdmLocClustBdg3,AdmLocClustBdg4,AdmLocClustBdg5,AdmLocClustBdg6,AYr,ProcessStatus,SubIPName
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Sa'ada,,,,,,52##35##0##0,,,,,,"17.25112185,43.50274965",,,,,,207994.12,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Sana'a,,,,,,5132##5405##0##0,,,,,,"15.12394358,44.78727759",,,,,,428787.88,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Shabwah,,,,,,64##43##0##0,,,,,,"14.67178974,46.95556076",,,,,,255992.77,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Socotra,,,,,,2##1##0##0,,,,,,"12.49330600,54.08547300",,,,,,6399.82,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Taizz,,,,,,133##88##0##0,,,,,,"13.39753802,43.68772167",,,,,,529585.03,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA1/Logistics-ETC/UN/15362,1,Provision of WFP Humanitarian Air Services (UNHAS) and Emergency Telecommunication (ETC) Services to the Humanitarian Community in Yemen,5|||8,43.00|||57.00,31##,Aden,,,,,,1##0##0##0|||1##0##0##0,,,,,,"12.84865928,45.00201169",,,,,,175001.12|||875005.60,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA1/Logistics-ETC/UN/15362,1,Provision of WFP Humanitarian Air Services (UNHAS) and Emergency Telecommunication (ETC) Services to the Humanitarian Community in Yemen,5|||8,43.00|||57.00,31##,Al Hudaydah,,,,,,1##0##0##0|||0##0##0##0,,,,,,"15.00062889,43.04031959",,,,,,350002.24|||0.00,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA1/Logistics-ETC/UN/15362,1,Provision of WFP Humanitarian Air Services (UNHAS) and Emergency Telecommunication (ETC) Services to the Humanitarian Community in Yemen,5|||8,43.00|||57.00,31##,Ibb,,,,,,1##0##0##0|||0##0##0##0,,,,,,"14.05521633,44.26319019",,,,,,350002.24|||0.00,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA1/Logistics-ETC/UN/15362,1,Provision of WFP Humanitarian Air Services (UNHAS) and Emergency Telecommunication (ETC) Services to the Humanitarian Community in Yemen,5|||8,43.00|||57.00,31##,Sana'a,,,,,,1##0##0##0|||1##0##0##0,,,,,,"15.12394358,44.78727759",,,,,,175001.12|||875005.60,,,,,,2020,Project Closed,
1,67,OPT-20/DDA-3482/RA4/PROT/UN/17117,1,Life with Dignity: Communications Strategy for the occupied Palestinian territory,10,100,49##,Gaza Strip,,,,,,250##250##0##0,,,,,,"31.35644200,34.32704700",,,,,,196575.05,,,,,,2020,Project Closed,
1,67,OPT-20/DDA-3482/RA4/PROT/UN/17117,1,Life with Dignity: Communications Strategy for the occupied Palestinian territory,10,100,49##,West Bank,,,,,,250##250##0##0,,,,,,"31.98598100,35.29994700",,,,,,196575.05,,,,,,2020,Project Closed,
1,70,TUR-20/3559/RA1/CCS/O/15011,1,Providing Logistical Support and Facilitation Services for Cross Border Humanitarian Relief Operations of Humanitarian Actors Operating from Turkey to Syria,12,100,24##,Aleppo ,,,,,,19##19##19##19,,,,,,"36.20601300,37.15242000",,,,,,387376.45,,,,,,2020,Project Closed,
1,70,TUR-20/3559/RA1/CCS/O/15011,1,Providing Logistical Support and Facilitation Services for Cross Border Humanitarian Relief Operations of Humanitarian Actors Operating from Turkey to Syria,12,100,24##,Idleb ,,,,,,18##18##19##19,,,,,,"35.92900800,36.63527600",,,,,,387376.45,,,,,,2020,Project Closed,
1,70,TUR-20/3559/RA1/NFI-WASH/UN/14986,1,Emergency multi-sectoral humanitarian assistance to crisis-affected populations in northwest Syria,4|||11,92.00|||8.00,24##,Aleppo ,,,,,,4000##4000##6000##6000|||402##402##603##604,,,,,,"36.20601300,37.15242000",,,,,,2830229.19|||61526.72,,,,,,2020,Project Closed,
1,70,TUR-20/3559/RA1/NFI-WASH/UN/14986,1,Emergency multi-sectoral humanitarian assistance to crisis-affected populations in northwest Syria,4|||11,92.00|||8.00,24##,Idleb ,,,,,,4000##4000##6000##6000|||3677##4497##4925##5013,,,,,,"35.92900800,36.63527600",,,,,,2830229.19|||430687.05,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA1/S/INGO/15057,1,"Shelter weatherproofing for 21600 Syrian refugees and site improvements in 55 informal settlements in Arsal, Bekaa, North and Akkar",4,100,12##,Akkar,,,,,,354##450##508##488,,,,,,"34.55060000,36.07810000",,,,,,120016.29,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA1/S/INGO/15057,1,"Shelter weatherproofing for 21600 Syrian refugees and site improvements in 55 informal settlements in Arsal, Bekaa, North and Akkar",4,100,12##,Bekaa,,,,,,443##563##635##609,,,,,,"34.00890000,36.14530000",,,,,,117723.62,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA1/S/INGO/15057,1,"Shelter weatherproofing for 21600 Syrian refugees and site improvements in 55 informal settlements in Arsal, Bekaa, North and Akkar",4,100,12##,North,,,,,,89##112##127##122,,,,,,"34.43330000,35.85000000",,,,,,30004.07,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/COO/NGO/15762,1,Lebanon Humanitarian &amp; Development NGOs Forum,12,100,12##,Beirut,,,,,,50##50##0##0,,,,,,"33.88690000,35.51310000",,,,,,82539.8,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/COVID-19-GBV/NGO/15759,1,"Providing Life-saving GBV services during Covid-19 in Mount Lebanon, Bekaa, and North Lebanon to vulnerable women from host and refugee communities.",10|||14,25.00|||75.00,12##,Bekaa,,,,,,0##24##0##0|||0##34##0##0,,,,,,"34.00890000,36.14530000",,,,,,20877.84|||31316.76,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/COVID-19-GBV/NGO/15759,1,"Providing Life-saving GBV services during Covid-19 in Mount Lebanon, Bekaa, and North Lebanon to vulnerable women from host and refugee communities.",10|||14,25.00|||75.00,12##,Mount Lebanon,,,,,,0##24##0##0|||0##34##0##0,,,,,,"33.83330000,35.53330000",,,,,,20877.84|||31316.76,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/COVID-19-GBV/NGO/15759,1,"Providing Life-saving GBV services during Covid-19 in Mount Lebanon, Bekaa, and North Lebanon to vulnerable women from host and refugee communities.",10|||14,25.00|||75.00,12##,North,,,,,,0##22##0##0|||0##32##0##0,,,,,,"34.43330000,35.85000000",,,,,,19649.73|||29474.60,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/GBV-COVID-19/NGO/15760,1,Emergency assistance of Gender Based Violence survivors (Syrian refugees and migrant workers) during COVID-19 outbreak in Caritas Mount Lebanon shelter,10|||14,70.00|||30.00,12##,Mount Lebanon,,,,,,0##16##2##2|||0##308##0##0,,,,,,"33.83330000,35.53330000",,,,,,107691.22|||46153.38,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/GBV-COVID-19/NGO/15761,1,"Enhancing the response to migrant domestic workers, Lebanese and Syrian refugees SGBV victims in Lebanon in light of the COVID-19 pandemic.",10|||14,30.00|||70.00,12##,Beirut,,,,,,0##147##0##3|||0##20##0##2,,,,,,"33.88690000,35.51310000",,,,,,21377.32|||49880.40,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/INGO/17129,1,Integrated comprehensive primary healthcare services for disaster affected populations in Beirut in four PHCCs,7,100,12##,Beirut,,,,,,726##1082##653##543,,,,,,"33.88690000,35.51310000",,,,,,293815.51,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/INGO/17129,1,Integrated comprehensive primary healthcare services for disaster affected populations in Beirut in four PHCCs,7,100,12##,Mount Lebanon,,,,,,2183##3252##1959##1630,,,,,,"33.83330000,35.53330000",,,,,,881446.52,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Akkar,,,,,,938##937##0##0,,,,,,"34.55060000,36.07810000",,,,,,75000,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Baalbek El Hermel,,,,,,938##938##0##0,,,,,,"34.39803800,36.38734200",,,,,,75000,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Beirut,,,,,,938##938##0##0,,,,,,"33.88690000,35.51310000",,,,,,75000,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Bekaa,,,,,,938##938##0##0,,,,,,"34.00890000,36.14530000",,,,,,75000,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,El Nabatieh,,,,,,938##938##0##0,,,,,,"33.36666700,35.46666700",,,,,,75000,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Mount Lebanon,,,,,,938##938##0##0,,,,,,"33.83330000,35.53330000",,,,,,75000,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,North,,,,,,938##938##0##0,,,,,,"34.43330000,35.85000000",,,,,,75000,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,South,,,,,,934##935##0##0,,,,,,"33.55000000,35.38330000",,,,,,75000,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,Beirut,,,,,,984##1776##276##264,,,,,,"33.88690000,35.51310000",,,,,,30959.38,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,Bekaa,,,,,,800##1000##160##360,,,,,,"34.00890000,36.14530000",,,,,,30959.38,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,Mount Lebanon,,,,,,800##800##200##360,,,,,,"33.83330000,35.53330000",,,,,,30959.38,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,North,,,,,,600##1000##160##200,,,,,,"34.43330000,35.85000000",,,,,,30959.38,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,South,,,,,,400##800##100##160,,,,,,"33.55000000,35.38330000",,,,,,30959.38,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/UN/16604,2,Needs and Vulnerability Assessment for Stranded Migrant Workers in Lebanon ,12,100,12##,Beirut,,,,,,1000##1000##0##0,,,,,,"33.88690000,35.51310000",,,,,,29997.88,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,Akkar,,,,,,1369##1743##1960##1878,,,,,,"34.55060000,36.07810000",,,,,,186749.18,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,Beirut,,,,,,1206##1538##1728##1653,,,,,,"33.88690000,35.51310000",,,,,,560247.54,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,El Nabatieh,,,,,,1369##1745##1960##1876,,,,,,"33.36666700,35.46666700",,,,,,186749.18,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,Mount Lebanon,,,,,,1208##1537##1725##1655,,,,,,"33.83330000,35.53330000",,,,,,560247.54,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,North,,,,,,1369##1745##1960##1876,,,,,,"34.43330000,35.85000000",,,,,,186749.18,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,South,,,,,,1369##1745##1960##1876,,,,,,"33.55000000,35.38330000",,,,,,186749.18,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16558,2,Providing in-kind food assistance and disinfection kits/IPC Kits for 1200 Lebanese and 800 Syrian persons with disabilities and older persons living in North Lebanon and Akkar.,6,100,12##,Akkar,,,,,,180##300##60##60,,,,,,"34.55060000,36.07810000",,,,,,88884.73,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16558,2,Providing in-kind food assistance and disinfection kits/IPC Kits for 1200 Lebanese and 800 Syrian persons with disabilities and older persons living in North Lebanon and Akkar.,6,100,12##,North,,,,,,420##700##140##140,,,,,,"34.43330000,35.85000000",,,,,,207397.71,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16658,2,Surviving the Implications of COVID-19 - Providing emergency food assistance to 3033 Palestinian refugee families living in 12 camps and gatherings in Lebanon,6,100,12##,Beirut,,,,,,945##945##630##630,,,,,,"33.88690000,35.51310000",,,,,,131975.83,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16658,2,Surviving the Implications of COVID-19 - Providing emergency food assistance to 3033 Palestinian refugee families living in 12 camps and gatherings in Lebanon,6,100,12##,Bekaa,,,,,,158##157##105##105,,,,,,"34.00890000,36.14530000",,,,,,128.76,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16658,2,Surviving the Implications of COVID-19 - Providing emergency food assistance to 3033 Palestinian refugee families living in 12 camps and gatherings in Lebanon,6,100,12##,North,,,,,,825##825##550##550,,,,,,"34.43330000,35.85000000",,,,,,99014.06,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16658,2,Surviving the Implications of COVID-19 - Providing emergency food assistance to 3033 Palestinian refugee families living in 12 camps and gatherings in Lebanon,6,100,12##,South,,,,,,1656##1656##1104##1104,,,,,,"33.55000000,35.38330000",,,,,,198071.05,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS-COO/INGO/16581,2,"CARE International in Lebanonâ€™s COVID 19 Response for 5560 Lebanese and Syrian Refugee (60% Syrian and 40% Lebanese) households in Baalbek, The Beqaa Valley, Beirut and Mount Lebanon &amp; Provision of FOOD/WASH parcels to the most vulnerable population affected by the Beirut explosion.",6|||12,89.00|||11.00,12##,Baalbek El Hermel,,,,,,380##380##378##372|||47##47##47##46,,,,,,"34.39803800,36.38734200",,,,,,265801.81|||32851.91,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS-COO/INGO/16581,2,"CARE International in Lebanonâ€™s COVID 19 Response for 5560 Lebanese and Syrian Refugee (60% Syrian and 40% Lebanese) households in Baalbek, The Beqaa Valley, Beirut and Mount Lebanon &amp; Provision of FOOD/WASH parcels to the most vulnerable population affected by the Beirut explosion.",6|||12,89.00|||11.00,12##,Beirut,,,,,,757##757##757##760|||93##93##93##94,,,,,,"33.88690000,35.51310000",,,,,,531603.61|||65703.82,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS-COO/INGO/16581,2,"CARE International in Lebanonâ€™s COVID 19 Response for 5560 Lebanese and Syrian Refugee (60% Syrian and 40% Lebanese) households in Baalbek, The Beqaa Valley, Beirut and Mount Lebanon &amp; Provision of FOOD/WASH parcels to the most vulnerable population affected by the Beirut explosion.",6|||12,89.00|||11.00,12##,Bekaa,,,,,,378##378##378##380|||47##47##47##47,,,,,,"34.00890000,36.14530000",,,,,,265801.81|||32851.91,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS-COO/INGO/16581,2,"CARE International in Lebanonâ€™s COVID 19 Response for 5560 Lebanese and Syrian Refugee (60% Syrian and 40% Lebanese) households in Baalbek, The Beqaa Valley, Beirut and Mount Lebanon &amp; Provision of FOOD/WASH parcels to the most vulnerable population affected by the Beirut explosion.",6|||12,89.00|||11.00,12##,Mount Lebanon,,,,,,378##378##378##380|||47##47##47##47,,,,,,"33.83330000,35.53330000",,,,,,265801.81|||32851.91,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Akkar,,,,,,4##5##50##52,,,,,,"34.55060000,36.07810000",,,,,,82247.82,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Baalbek El Hermel,,,,,,5##4##53##50,,,,,,"34.39803800,36.38734200",,,,,,82247.82,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Beirut,,,,,,4##5##51##54,,,,,,"33.88690000,35.51310000",,,,,,82247.82,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Bekaa,,,,,,5##4##53##50,,,,,,"34.00890000,36.14530000",,,,,,82247.82,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,El Nabatieh,,,,,,5##4##53##50,,,,,,"33.36666700,35.46666700",,,,,,82247.82,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Mount Lebanon,,,,,,4##5##50##53,,,,,,"33.83330000,35.53330000",,,,,,82247.82,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,North,,,,,,5##4##53##50,,,,,,"34.43330000,35.85000000",,,,,,82247.82,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,South,,,,,,6##7##49##53,,,,,,"33.55000000,35.38330000",,,,,,82247.82,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Akkar,,,,,,4##2##3##10,,,,,,"34.55060000,36.07810000",,,,,,25350.92,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Baalbek El Hermel,,,,,,1##1##1##2,,,,,,"34.39803800,36.38734200",,,,,,4783.19,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Beirut,,,,,,1##0##1##2,,,,,,"33.88690000,35.51310000",,,,,,3109.08,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Bekaa,,,,,,1##1##1##3,,,,,,"34.00890000,36.14530000",,,,,,9327.23,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Mount Lebanon,,,,,,9##5##7##20,,,,,,"33.83330000,35.53330000",,,,,,49745.21,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,North,,,,,,5##3##3##10,,,,,,"34.43330000,35.85000000",,,,,,25829.24,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,South,,,,,,21##13##17##48,,,,,,"33.55000000,35.38330000",,,,,,121014.78,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,Baalbek El Hermel,,,,,,5##48##0##0,,,,,,"34.39803800,36.38734200",,,,,,25466,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,Beirut,,,,,,28##272##0##0,,,,,,"33.88690000,35.51310000",,,,,,145520,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,Bekaa,,,,,,8##74##0##0,,,,,,"34.00890000,36.14530000",,,,,,40018,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,El Nabatieh,,,,,,7##68##0##0,,,,,,"33.36666700,35.46666700",,,,,,36380,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,Mount Lebanon,,,,,,17##170##0##0,,,,,,"33.83330000,35.53330000",,,,,,90950,,,,,,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,South,,,,,,5##48##0##0,,,,,,"33.55000000,35.38330000",,,,,,25466,,,,,,2020,Project Closed,
