FundId,PFId,PrjCode,AllSrc,PrjTitle,ClstAgg,ClstPrct,AdmLocTypeIdAgg,AdmLoc1,AdmLocCord1,AdmLocClustBdg1,AYr,PrjCycleStatus,SubIPName
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Akkar,"34.55060000,36.07810000",75000,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Baalbek El Hermel,"34.39803800,36.38734200",75000,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Beirut,"33.88690000,35.51310000",75000,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Bekaa,"34.00890000,36.14530000",75000,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,El Nabatieh,"33.36666700,35.46666700",75000,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,Mount Lebanon,"33.83330000,35.53330000",75000,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,North,"34.43330000,35.85000000",75000,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/NGO/17131,1,Procurement of the most needed 6 chronic medication as a health response to Beirut explosion,7,100,12##,South,"33.55000000,35.38330000",75000,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,Beirut,"33.88690000,35.51310000",30959.38,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,Bekaa,"34.00890000,36.14530000",30959.38,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,Mount Lebanon,"33.83330000,35.53330000",30959.38,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,North,"34.43330000,35.85000000",30959.38,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/NGO/16656,2,Closing Gaps in PSEA Prevention and Response among Humanitarian Workers and Vulnerable Populations in Lebanon.,12,100,12##,South,"33.55000000,35.38330000",30959.38,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/COO/UN/16604,2,Needs and Vulnerability Assessment for Stranded Migrant Workers in Lebanon ,12,100,12##,Beirut,"33.88690000,35.51310000",29997.88,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,Akkar,"34.55060000,36.07810000",186749.18,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,Beirut,"33.88690000,35.51310000",560247.54,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,El Nabatieh,"33.36666700,35.46666700",186749.18,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,Mount Lebanon,"33.83330000,35.53330000",560247.54,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,North,"34.43330000,35.85000000",186749.18,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/INGO/16475,2,"Provision of critical food and hygiene material to 5,560 vulnerable Syrian and Lebanese households in North Lebanon (Tripoli &amp; Minnieh-Dinnieh), Akkar (Sahel) and South Lebanon (including Nabatie) in response to the COVID19 Pandemic and the economic crisis; and provision of food, hot meals and hygiene material to those most vulnerable affected by the Beirut Blast",6,100,12##,South,"33.55000000,35.38330000",186749.18,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16558,2,Providing in-kind food assistance and disinfection kits/IPC Kits for 1200 Lebanese and 800 Syrian persons with disabilities and older persons living in North Lebanon and Akkar.,6,100,12##,Akkar,"34.55060000,36.07810000",88884.73,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16558,2,Providing in-kind food assistance and disinfection kits/IPC Kits for 1200 Lebanese and 800 Syrian persons with disabilities and older persons living in North Lebanon and Akkar.,6,100,12##,North,"34.43330000,35.85000000",207397.71,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16658,2,Surviving the Implications of COVID-19 - Providing emergency food assistance to 3033 Palestinian refugee families living in 12 camps and gatherings in Lebanon,6,100,12##,Beirut,"33.88690000,35.51310000",131975.83,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16658,2,Surviving the Implications of COVID-19 - Providing emergency food assistance to 3033 Palestinian refugee families living in 12 camps and gatherings in Lebanon,6,100,12##,Bekaa,"34.00890000,36.14530000",128.76,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16658,2,Surviving the Implications of COVID-19 - Providing emergency food assistance to 3033 Palestinian refugee families living in 12 camps and gatherings in Lebanon,6,100,12##,North,"34.43330000,35.85000000",99014.06,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS/NGO/16658,2,Surviving the Implications of COVID-19 - Providing emergency food assistance to 3033 Palestinian refugee families living in 12 camps and gatherings in Lebanon,6,100,12##,South,"33.55000000,35.38330000",198071.05,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS-COO/INGO/16581,2,"CARE International in Lebanonâ€™s COVID 19 Response for 5560 Lebanese and Syrian Refugee (60% Syrian and 40% Lebanese) households in Baalbek, The Beqaa Valley, Beirut and Mount Lebanon &amp; Provision of FOOD/WASH parcels to the most vulnerable population affected by the Beirut explosion.",6|||12,89.00|||11.00,12##,Baalbek El Hermel,"34.39803800,36.38734200",265801.81|||32851.91,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS-COO/INGO/16581,2,"CARE International in Lebanonâ€™s COVID 19 Response for 5560 Lebanese and Syrian Refugee (60% Syrian and 40% Lebanese) households in Baalbek, The Beqaa Valley, Beirut and Mount Lebanon &amp; Provision of FOOD/WASH parcels to the most vulnerable population affected by the Beirut explosion.",6|||12,89.00|||11.00,12##,Beirut,"33.88690000,35.51310000",531603.61|||65703.82,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS-COO/INGO/16581,2,"CARE International in Lebanonâ€™s COVID 19 Response for 5560 Lebanese and Syrian Refugee (60% Syrian and 40% Lebanese) households in Baalbek, The Beqaa Valley, Beirut and Mount Lebanon &amp; Provision of FOOD/WASH parcels to the most vulnerable population affected by the Beirut explosion.",6|||12,89.00|||11.00,12##,Bekaa,"34.00890000,36.14530000",265801.81|||32851.91,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/FS-COO/INGO/16581,2,"CARE International in Lebanonâ€™s COVID 19 Response for 5560 Lebanese and Syrian Refugee (60% Syrian and 40% Lebanese) households in Baalbek, The Beqaa Valley, Beirut and Mount Lebanon &amp; Provision of FOOD/WASH parcels to the most vulnerable population affected by the Beirut explosion.",6|||12,89.00|||11.00,12##,Mount Lebanon,"33.83330000,35.53330000",265801.81|||32851.91,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Akkar,"34.55060000,36.07810000",82247.82,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Baalbek El Hermel,"34.39803800,36.38734200",82247.82,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Beirut,"33.88690000,35.51310000",82247.82,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Bekaa,"34.00890000,36.14530000",82247.82,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,El Nabatieh,"33.36666700,35.46666700",82247.82,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,Mount Lebanon,"33.83330000,35.53330000",82247.82,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,North,"34.43330000,35.85000000",82247.82,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16522,2,"Provision of Top Up Contributions for Life-Saving Non-COVID-19 Hospital Care for 500 Syrian refugees, 150 Palestinian Refugees, and 250 Vulnerable Lebanese Hosts in Akkar, Baalbek, Beirut, Bekaa, Nabatieh, Mt. Lebanon, and North and South Lebanon",7,100,12##,South,"33.55000000,35.38330000",82247.82,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Akkar,"34.55060000,36.07810000",25350.92,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Baalbek El Hermel,"34.39803800,36.38734200",4783.19,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Beirut,"33.88690000,35.51310000",3109.08,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Bekaa,"34.00890000,36.14530000",9327.23,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,Mount Lebanon,"33.83330000,35.53330000",49745.21,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,North,"34.43330000,35.85000000",25829.24,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/H/INGO/16659,2,Provision of financial support to Secondary &amp; Tertiary hospitalization and Intensive Care for Neonates for 195 PRL and PRS at risk and with serious medical conditions across all Lebanese Governorates,7,100,12##,South,"33.55000000,35.38330000",121014.78,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,Baalbek El Hermel,"34.39803800,36.38734200",25466,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,Beirut,"33.88690000,35.51310000",145520,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,Bekaa,"34.00890000,36.14530000",40018,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,El Nabatieh,"33.36666700,35.46666700",36380,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,Mount Lebanon,"33.83330000,35.53330000",90950,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16607,2,Protection of 750 Vulnerable Migrant Workers Following COVID-19 Lock-down and the Economic Crisis,10,100,12##,South,"33.55000000,35.38330000",25466,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P/NGO/16665,2,"Assisting LGBTI communities across Lebanon amidst COVID-19 and socio-economic crisis through provision of case management, PCA/ECA",10,100,12##,Beirut,"33.88690000,35.51310000",177593.64,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P-H/NGO/16647,2,"Alleviating the impact of the COVID-19 crisis on vulnerable older persons, persons with disabilities, persons with serious medical conditions, and other persons with specific needs from the refugee and host communities, including Syrians, Palestinians from Lebanon and Syria, migrants, other nationalities, and Lebanese, in Mount Lebanon, North Lebanon, South Lebanon, and Bekaa, through the provision of Protection and Health services, including Emergency Cash Assistance, Protection Cash Assistance, and the financial contribution of patient share hospitalisation fees &amp; Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",7|||10,29.00|||71.00,12##,Beirut,"33.88690000,35.51310000",167596.74|||410217.81,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P-H/NGO/16647,2,"Alleviating the impact of the COVID-19 crisis on vulnerable older persons, persons with disabilities, persons with serious medical conditions, and other persons with specific needs from the refugee and host communities, including Syrians, Palestinians from Lebanon and Syria, migrants, other nationalities, and Lebanese, in Mount Lebanon, North Lebanon, South Lebanon, and Bekaa, through the provision of Protection and Health services, including Emergency Cash Assistance, Protection Cash Assistance, and the financial contribution of patient share hospitalisation fees &amp; Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",7|||10,29.00|||71.00,12##,Bekaa,"34.00890000,36.14530000",184381.84|||331633.00,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P-H/NGO/16647,2,"Alleviating the impact of the COVID-19 crisis on vulnerable older persons, persons with disabilities, persons with serious medical conditions, and other persons with specific needs from the refugee and host communities, including Syrians, Palestinians from Lebanon and Syria, migrants, other nationalities, and Lebanese, in Mount Lebanon, North Lebanon, South Lebanon, and Bekaa, through the provision of Protection and Health services, including Emergency Cash Assistance, Protection Cash Assistance, and the financial contribution of patient share hospitalisation fees &amp; Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",7|||10,29.00|||71.00,12##,Mount Lebanon,"33.83330000,35.53330000",184381.84|||366729.13,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P-H/NGO/16647,2,"Alleviating the impact of the COVID-19 crisis on vulnerable older persons, persons with disabilities, persons with serious medical conditions, and other persons with specific needs from the refugee and host communities, including Syrians, Palestinians from Lebanon and Syria, migrants, other nationalities, and Lebanese, in Mount Lebanon, North Lebanon, South Lebanon, and Bekaa, through the provision of Protection and Health services, including Emergency Cash Assistance, Protection Cash Assistance, and the financial contribution of patient share hospitalisation fees &amp; Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",7|||10,29.00|||71.00,12##,North,"34.43330000,35.85000000",184381.84|||331633.00,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/P-H/NGO/16647,2,"Alleviating the impact of the COVID-19 crisis on vulnerable older persons, persons with disabilities, persons with serious medical conditions, and other persons with specific needs from the refugee and host communities, including Syrians, Palestinians from Lebanon and Syria, migrants, other nationalities, and Lebanese, in Mount Lebanon, North Lebanon, South Lebanon, and Bekaa, through the provision of Protection and Health services, including Emergency Cash Assistance, Protection Cash Assistance, and the financial contribution of patient share hospitalisation fees &amp; Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",7|||10,29.00|||71.00,12##,South,"33.55000000,35.38330000",184381.84|||197860.79,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/W/INGO/16663,2,Construction of 100 Latrines for People with Specific Needs in Akkar (North) â€“ (80 in ITS and 20 in collective shelters),11,100,12##,Akkar,"34.55060000,36.07810000",172269.45,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/W/NGO/16608,2,"Construction of private latrines for 204 households for persons with special needs, older persons and serious medical conditions residing in informal settlements in T5 to prevent COVID-19 transmission.",11,100,12##,North,"34.43330000,35.85000000",260480.8,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/W/NGO/16619,2,"Constructing 275 latrines with hand-washing stations for at-risk profile of Syrian refugees and providing them with 550 disinfection kits in South, Nabatiyeh and Mount Lebanon areas.",11,100,12##,El Nabatieh,"33.36666700,35.46666700",150613.92,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/W/NGO/16619,2,"Constructing 275 latrines with hand-washing stations for at-risk profile of Syrian refugees and providing them with 550 disinfection kits in South, Nabatiyeh and Mount Lebanon areas.",11,100,12##,Mount Lebanon,"33.83330000,35.53330000",155177.98,2020,Project Closed,
1,71,LEB-20/DDA-3604/SA1/W/NGO/16619,2,"Constructing 275 latrines with hand-washing stations for at-risk profile of Syrian refugees and providing them with 550 disinfection kits in South, Nabatiyeh and Mount Lebanon areas.",11,100,12##,South,"33.55000000,35.38330000",150613.92,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/INGO/16365,2,Bureaucratic Liaison Unit â€“ Access Unit Support to Humanitarian Access and NGO Operating Space,12,100,37##,Baghdad,"33.29102600,44.46714200",243220.34,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/INGO/16365,2,Bureaucratic Liaison Unit â€“ Access Unit Support to Humanitarian Access and NGO Operating Space,12,100,37##,Erbil,"36.19110000,44.00920000",162146.89,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Al Anbar,"32.90000000,41.60000000",19000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Al Basrah,"30.50166000,47.81529000",940,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Al Muthanna,"36.37614600,43.16936400",140,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Al Qadissiya,"31.85000000,45.05000000",60,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Al Sulaymaniyah,"35.54970100,45.44431700",10420,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,An Najaf,"32.00241800,44.33120700",460,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Babil,"32.49635200,44.45780100",960,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Baghdad,"33.29102600,44.46714200",4200,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Dahuk,"36.86739100,42.99885800",22340,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Diyala,"33.88330000,45.06670000",7780,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Erbil,"36.19110000,44.00920000",33000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Kerbala,"32.61670000,44.03330000",1540,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Kirkuk,"35.46670000,44.31670000",15320,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Maysan,"31.90000000,47.03330000",160,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Nineveh,"36.35940000,43.15280000",51840,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Salah Al-Din,"34.45000000,43.58330000",31300,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Thi-Qar,"31.23330000,46.31670000",300,2020,Project Closed,
1,72,IRQ-20/3884/SA1/CCS/UN/16463,2,Iraq Information Centre,12,100,37##,Wasit,"32.23330000,46.30000000",240,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Al Anbar,"32.90000000,41.60000000",198000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Al Basrah,"30.50166000,47.81529000",9000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Al Muthanna,"36.37614600,43.16936400",9000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Al Qadissiya,"31.85000000,45.05000000",9000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,An Najaf,"32.00241800,44.33120700",9000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Babil,"32.49635200,44.45780100",9000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Baghdad,"33.29102600,44.46714200",36000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Diyala,"33.88330000,45.06670000",18000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Kerbala,"32.61670000,44.03330000",9000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Kirkuk,"35.46670000,44.31670000",108000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Maysan,"31.90000000,47.03330000",9000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Nineveh,"36.35940000,43.15280000",360000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Salah Al-Din,"34.45000000,43.58330000",99000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Thi-Qar,"31.23330000,46.31670000",9000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/E/UN/16444,2,Enhancing Access to Distance Learning for the Most Vulnerable Children in Iraq,3,100,37##,Wasit,"32.23330000,46.30000000",9000,2020,Project Closed,
1,72,IRQ-20/3884/SA1/H/UN/16295,2,Support emergency health interventions to respond to COVID-19 epidemic in Iraq,7,100,37##,Al Anbar,"32.90000000,41.60000000",30000.01,2020,Project Closed,
1,72,IRQ-20/3884/SA1/H/UN/16295,2,Support emergency health interventions to respond to COVID-19 epidemic in Iraq,7,100,37##,Al Basrah,"30.50166000,47.81529000",40000.01,2020,Project Closed,
1,72,IRQ-20/3884/SA1/H/UN/16295,2,Support emergency health interventions to respond to COVID-19 epidemic in Iraq,7,100,37##,Al Qadissiya,"31.85000000,45.05000000",2000,2020,Project Closed,
